,author_id,name
6652,61368,Mike Perkins
6662,4261,Allen Ginsberg
6685,2238,Isabel Allende
6703,941441,Stephenie Meyer
6705,10746,Jim Butcher
6719,15149526,Trevor Noah
6788,2007,Daniel Defoe
6819,5687,Irvine Welsh
6824,2936493,Lauren Oliver
6856,12605,Mario Puzo
6871,348878,James Dashner
6887,4174,Sherman Alexie
6961,4763,John Scalzi
6977,4260,Diana Wynne Jones
6993,2881050,Ai Yazawa
7009,29919,John Berger
7049,19823,Sylvia Day
7055,69163,Arthur Rackham
7075,10289,Dennis Lehane
7106,1433597,Samuel Beckett
7174,24689,Harlan Coben
7241,3619,Roger Zelazny
7323,6900,Thomas Keneally
7333,5858,Richard Bachman
7371,7125422,Jessie Burton
7372,3380908,Pittacus Lore
7376,2001717,Daphne du Maurier
7405,27318,Jon Scieszka
7425,82531,Amartya Sen
7426,1388082,Jostein Gaarder
7457,10896,Eoin Colfer
7541,5350,L.M. Montgomery
7545,3961,Alan Moore
7546,55409,Brian Bolland
7580,12470,Michael Connelly
7647,21982,Alison Bechdel
7648,8435,Norman Vincent Peale
7652,805184,Jennifer E. Smith
7657,138207,Deepak Chopra
7686,8730,Naomi Novik
7688,8726,Richard Matheson
7717,8589,William R. Forstchen
7778,398,David Bach
7789,1730,Umberto Eco
7825,2687,Dan Simmons
7840,1041311,Rene Goscinny
7862,3490,Lauren Weisberger
7864,3242,L. Frank Baum
7866,47104,Melina Marchetta
7909,9432,Joanne Harris
7960,4273,Roald Dahl
7974,289513,Benjamin Franklin
7987,3433047,Sarah J. Maas
8067,10015,Kate Atkinson
8086,7625163,Tim LaHaye
8090,7136914,Ann Patchett
8192,63116,Annie Barrows
8212,25573,Stefan Zweig
8236,15577045,Takeshi Obata
8262,26,Anne McCaffrey
8329,62303,Cass R. Sunstein
8331,903,Homer
8397,7440,Emily Dickinson
8398,62538,Thomas H. Johnson
8432,798,Steven D. Levitt
8433,1928,Stephen J. Dubner
8453,1413437,Elizabeth Gaskell
8459,785914,Barbara Demick
8462,3892,Tom Clancy
8479,150810,Hiro Mashima
8488,4890182,Susan Ee
8525,6104,Marian Keyes
8553,8924,Lloyd Alexander
8578,6573436,Oreste del Buono
8642,545,Neal Stephenson
8643,16201,Niccolo Machiavelli
8656,49,Johanna Spyri
8721,7717,Richard Adams
8739,12455,Thomas Harris
8742,295178,Gayle Forman
8768,1036736,Katherine Applegate
8830,3222554,Jonas Jonasson
8853,10673,Eleanor H. Porter
8887,290375,Gustave Dore
8926,6153502,Marina Keegan
8928,410653,Astrid Lindgren
8939,5117,Art Spiegelman
8951,868,Tracy Hickman
8978,2526,Libba Bray
8980,4342215,Marie Lu
8991,27069,Richard Yates
9029,2821144,Ellen Hopkins
9061,7577,Anne Rice
9063,12667,Jess Walter
9159,5771515,David Wilkerson
9160,46740,John Sherrill
9161,46741,Elizabeth Sherrill
9186,25355,Anthea Bell
9198,87149,J.B. Priestley
9237,1479015,'Hmd khld twfyq
9253,16218,Christopher Moore
9301,2940640,Rebecca Skloot
9394,3352,Jerome K. Jerome
9396,4764,Philip K. Dick
9406,6581247,Cathleen Armstrong
9479,383606,Robert Galbraith
9485,4575289,Leigh Bardugo
9544,12476,Joe Haldeman
9685,435477,Shel Silverstein
9808,4402,Miguel Ruiz
9847,22393,Naomi Wolf
9852,15292,Rachel Caine
9902,4820,Jeffrey Archer
9920,566874,Sarah Addison Allen
9974,379290,Marcus Luttrell
9975,8979,Patrick Robinson
9981,10547,E.E. Cummings
10039,14617,Margaret Peterson Haddix
10040,13360,William L. Shirer
10104,12915,Jane Green
10140,2617,Jonathan Safran Foer
10292,48383,Marshall Goldsmith
10302,2960227,Robin Sloan
10420,8051,Chinua Achebe
10444,1069006,C.S. Lewis
10493,5835922,Naguib Mahfouz
10494,4273240,njyb mHfwZ
10559,600,Robert T. Kiyosaki
10562,636118,bh Thr
10563,1986561,bwlw kwylw
10571,4537214,Vanessa Diffenbaugh
10661,426504,Joe Krush
10662,426503,Beth Krush
10771,15049422,Angie Thomas
10774,978484,Lisa Genova
10810,238243,Dick Hill
10896,44085,Elena Ferrante
10989,2960,Wayne W. Dyer
11010,3500,Anna Quindlen
11035,3873,Mikhail Bulgakov
11038,21618,Raina Telgemeier
11039,2331,Mitch Albom
11040,194243,Louise Penny
11055,2578,Jonathan Franzen
11065,6125,Fannie Flagg
11091,38285,C.G. Jung
11204,9876,John Milton
11262,5237,Hunter S. Thompson
11265,3715,Joni Eareckson Tada
11295,14176929,Margot Lee Shetterly
11306,1373880,Kristin Cashore
11338,61939,Mark Cotta Vaz
11378,933665,Alice Schroeder
11461,3960,David   Lloyd
11472,4841825,Marion Zimmer Bradley
11477,12534,Larry Niven
11511,16965,Tony Moore
11515,58,Frank Herbert
11563,12817,Daron Acemoglu
11566,12816,James A. Robinson
11660,3532,Maeve Binchy
11682,19564,Neal Shusterman
11690,1305302,R.K. Narayan
11701,45592,Jennifer Niven
11707,1443712,Carrie Ryan
11724,12425,Robert Kirkman
11749,1318,Susan Beth Pfeffer
11822,445303,Maria V. Snyder
11855,2493,Lois Lowry
11901,1351903,Colm Toibin
11911,5804101,Anthony  Ryan
11913,55044,Joel Osteen
11939,4280,Kazuo Ishiguro
11975,12793,Charles Darwin
11984,8349,Christopher Paolini
12009,11072,Daniel Keyes
12038,4026,Pablo Neruda
12074,967839,H.A. Rey
12096,6343,Milan Kundera
12126,14210,Reza Aslan
12167,1838,Geoffrey Chaucer
12180,93970,Sara Shepard
12216,2546,Chuck Palahniuk
12222,2994581,mHmd Sdq
12249,5309857,Rachel Joyce
12251,180439,John Tenniel
12305,1429989,Richard Feynman
12330,59966,Amy Chua
12342,1742,Jack Kerouac
12355,362098,William Flanagan
12357,33297,Brian W. Aldiss
12364,1074866,Alan Bradley
12372,4192148,James S.A. Corey
12392,30916,Garth Williams
12405,8719,Donna Tartt
12443,14425604,B.A. Paris
12454,3360355,Roxane Gay
12523,2988406,Yana Toboso
12525,157663,Angie Sage
12527,3618,Philip Pullman
12716,13199,Alain de Botton
12728,88506,Joe Hill
12752,1881,Dave Pelzer
12757,200317,Alyson Noel
12856,29655,Rhonda Byrne
12882,25422,Holly Black
12883,3027554,Kiersten White
12884,151371,Jenny Han
12885,11664,David Levithan
12887,4208569,Rainbow Rowell
12919,6535186,Joel Dicker
12931,11633,Sharon Creech
12995,399,Napoleon Hill
12996,3317,Dale Carnegie
13117,12452,Aesop
13249,15619,Michael Ende
13307,2938140,Jacob Grimm
13342,2384,Janet Evanovich
13380,52930,Malcolm Jones III
13448,846687,David Platt
13520,4178,Cormac McCarthy
13536,40311,Piers Paul Read
13734,2096360,Aprilynne Pike
13738,13677,Gail Carson Levine
13742,1113469,Hermann Hesse
13801,9074,Thich Nhat Hanh
13842,13898,P.D. Eastman
13885,28995,David Mazzucchelli
13886,821898,Richmond Lewis
13889,5430144,Colleen Hoover
13905,9533,Christopher Tolkien
13926,3299,Salman Rushdie
13948,190887,Catherine Fisher
13984,25523,Pauline Baynes
14031,1792,Clayton M. Christensen
14071,1169504,A.S. Byatt
14097,690619,Lauren Groff
14118,12398,Michael Tanner
14170,68959,Gene Luen Yang
14195,5544,Frank E. Peretti
14205,41469,Oswald Chambers
14211,16244,John Bunyan
14298,72401,Daniel Kahneman
14397,14151,Craig Thompson
14493,21246,Gretchen Rubin
14525,3541,Barbara Kingsolver
14526,4470653,S.J. Watson
14555,27804,John Katzenbach
14610,32595,Koushun Takami
14655,608211,Robin A.H. Waterfield
14681,1124,Anthony Bourdain
14706,42102,Jean-Jacques Sempe
14717,1467,Jeffrey Eugenides
14744,1304470,Ally Condie
14760,1756,Chris Anderson
14778,3105,Rosemary Wells
14797,24556,Sara Gruen
14960,695300,Nina George
14982,2887,James Ellroy
14983,4684322,Marissa Meyer
15080,5344,Rob Bell
15111,8178,Carl Hiaasen
15113,290189,Paula McLain
15166,63,Bryce Courtenay
15216,1624,Herman Melville
15217,13229,Julia Cameron
15230,3089156,Randall Munroe
15322,8474721,Peter Thiel
15411,7064545,Malala Yousafzai
15412,241896,Christina Lamb
15491,8788,Erich Fromm
15514,150038,Cassandra Clare
15557,767547,Lisa McMann
15575,73149,Scott Lynch
15720,6412,Robert C. O'Brien
15736,7285,Ken Kesey
15830,2938141,Wilhelm Grimm
15880,7168230,V.E. Schwab
15945,350,Patricia Schultz
16010,3720,Anne Frank
16030,55084,Maira Kalman
16039,5918,Elizabeth Kostova
16041,322069,Liane Moriarty
16159,7350402,Amy Poehler
16192,5329,Brian Jacques
16247,13681,Peter David
16248,1771,Sun Tzu
16274,21798,Betty Friedan
16275,53959,Gail Collins
16347,7145066,Saroo Brierley
16376,4859212,R.J. Palacio
16471,7177350,M.R. Carey
16648,89439,Sophie Jordan
16787,34636,Lisbeth Zwerger
16815,2876763,Becca Fitzpatrick
16876,6535659,Cora Carmack
16962,55215,Junot Diaz
16990,615274,Kate Morton
17010,2826,James C. Collins
17033,4101698,Julie Plec
17091,6551005,Emma Chase
17138,1278320,Shari Lapena
17174,8360,Nancy Farmer
17189,3279601,Hsn ljndy
17218,8531101,Saud Alsanousi
17236,223869,Elaine Hedges
17283,3470,Robin Furth
17339,5217,George Bernard Shaw
17349,3447,Ken Follett
17378,1825,Harper Lee
17423,20105,Joseph Campbell
17464,146,Quentin Blake
17492,3041100,Andrea Cremer
17644,44524,Brett Helquist
17655,2121,Michael Pollan
17688,5791,Max Brooks
17705,1895943,Graeme Simsion
17719,7074943,Victoria Aveyard
17732,5951,Jeff Smith
17762,2565625,Reg Keeland
17852,50060,Gregory Rabassa
17975,5943,Desmond Tutu
17988,3347,Frank McCourt
18030,1728,Orhan Pamuk
18098,20357,Chelsea Handler
18229,3046613,Ransom Riggs
18278,24514,Brian K. Vaughan
18279,304633,Fiona Staples
18295,3489,Rebecca Wells
18309,31712,Ernest Cline
18420,5502079,Tsugumi Ohba
18430,3670,Jhumpa Lahiri
18473,26480,Nina Baym
18500,59542,Peter Benchley
18511,11047,Masashi Kishimoto
18568,704,Pearl S. Buck
18641,3441,Terry Goodkind
18813,38531,Michelle Rowen
18843,1067608,Peter S. Beagle
19069,3377941,Rick Yancey
19092,3340,Spencer Johnson
19120,10317,Maureen Johnson
19145,138825,Tana French
19192,16927,Dashiell Hammett
19195,15412,Jerry B. Jenkins
19230,3617,Diana Gabaldon
19425,18480,Clement Hurd
19575,3681,Ann Brashares
19641,30209,Margaret Sayers Peden
19688,8842,Susanna Clarke
19842,1005,Robert Fagles
19843,280215,Bernard Knox
19860,13004,Max Brod
19882,96426,Solomon Northup
19954,36332,John Wyndham
19995,3503,Maya Angelou
20019,13370,Emily Giffin
20024,6810,Wilson Rawls
20032,1399,Leonard Mlodinow
20034,7111,Walter Isaacson
20220,3452783,Chad Harbach
20349,8474323,Blake  Masters
20398,14650,Paramahansa Yogananda
20527,442240,Blake Crouch
20535,2637,Karen Armstrong
20605,7025,Gregory Maguire
20772,63801,Jeremy Tambling
20837,3770,Jack Welch
20843,628636,Jenny Downham
20885,14144506,Sarah Andersen
20987,4919495,Chris Colfer
21069,34583,Vincent van Gogh
21094,8203,James Redfield
21389,27112,Richard Howard
21436,1641,Nathaniel Philbrick
21482,630,Dan Brown
21507,34850,Diana L. Paxson
21528,7844,Richard Russo
21550,12665,Cecily von Ziegesar
21588,8249,Anne Bronte
21589,286311,Angeline Goreau
21637,1270552,'nys mnSwr
21698,602,Sharon L. Lechter
21988,2622245,Lao Tzu
22089,1421,Leonard Peikoff
22263,6556689,Christina Lauren
22392,1405152,Peter V. Brett
22405,24604,Colleen Doran
22406,10365,Dave McKean
22428,42156,David Wenzel
22436,9550,Laurell K. Hamilton
22449,78754,Gary Keller
22450,3487,Aldous Huxley
22526,132685,Roy F. Baumeister
22576,30278,Esther Hicks
22577,30277,Jerry Hicks
22647,5735,Anthony Burgess
22685,2560,Louise Fitzhugh
22693,1362751,Francis Chan
22728,3911856,Jim Kay
22763,16807,Bryan Lee O'Malley
22804,4465322,Alaa Al Aswany
22805,73947,`l l'swny
22868,2059918,Michael Rosen
22910,8050,Ira Levin
23008,155021,Thomas Cleary
23191,431149,Truman Capote
23198,23510,Upton Sinclair
23221,7549,Elizabeth George Speare
23257,5684,Alex Garland
23348,19316,Peter Mayle
23391,50316,Zig Ziglar
23398,48206,Karen Marie Moning
23485,3075,John Irving
23599,23573,Lane Smith
23604,44926,David J. Skal
23659,183680,Ann Goldstein
23682,81466,A.A. Milne
23827,1782206,Krishna-Dwaipayana Vyasa
23847,6452053,Kimberly McCreight
24145,6448979,Better Homes and Gardens
24147,1002,Sophocles
24249,1979088,Glenn Eichler
24299,6538289,David Mitchell
24310,274533,Simone Elkeles
24625,28709,Chuck Dixon
24656,242659,David Lagercrantz
24824,69007,Beatrice Sparks
24950,194531,Garth Stein
24960,788461,Dan Ariely
24964,2973783,Alexandra Bracken
25041,1831,Jonathan Swift
25160,16560,Dan Chaon
25342,6887314,Noelle Stevenson
25695,901,Herodotus
25696,241287,Aubrey de Selincourt
25701,3020094,John M. Marincola
25711,156274,Richard Isanove
25728,9720,Mary Norton
25785,39402,Patrick Suskind
25819,2530,Anna Sewell
25873,7105,Martin Gardner
25928,2995873,Julie Kagawa
25998,3064249,Tony Hsieh
26141,1439,Malcolm Gladwell
26150,11067,Deirdre Bair
26415,395812,Yuval Noah Harari
26508,460447,Alison Anderson
26633,950132,Michael A. Singer
26666,54493,Kristin Hannah
26730,61105,Dr. Seuss
26858,52760,Frida Kahlo
26861,264271,Sarah M. Lowe
27202,1226095,Gia-Fu Feng
27203,38289,Jane English
27215,2985039,Austin Kleon
27264,2782,Viktor E. Frankl
27293,16759765,Thomas L. Friedman
27294,10697,bell hooks
27378,4230687,Ashwin Sanghi
27428,61124,Chetan Bhagat
27479,155717,Cheryl Strayed
27618,11328,Joseph Frank
27807,30913,Laura Hillenbrand
27844,80760,Siobhan Dowd
27850,1503841,ywsf zydn
27879,5227163,Jesse Andrews
27963,7902,Boris Pasternak
28022,262689,Roswitha Quadflieg
28063,6922454,Kass Morgan
28073,52320,Elizabeth Wein
28229,7097332,Emerson Eggerichs
28315,132378,David Seltzer
28556,3505,Wally Lamb
28646,157146,Christina Baker Kline
28697,57983,Newt Scamander
28812,4030,Michael Ondaatje
28830,4112157,Kenneth H. Blanchard
29046,2903247,Lucy Christopher
29065,26242,Harriet Beecher Stowe
29208,634694,Kevin Kwan
29211,511298,Tony Goldwyn
29316,3290920,Cynthia Hand
29363,12833,Irving Stone
29376,9657,Richard Wright
29381,7751,Tennessee Williams
29440,6238,Marjane Satrapi
29675,4417749,Megan Miranda
29830,678030,Jeffrey Zaslow
29854,1633682,'Hmd mrd
30089,10264,Henry David Thoreau
30184,93353,Abraham Verghese
30195,4660036,Huntley Fitzpatrick
30206,36714,Frederick Forsyth
30254,2599,Edith Grossman
30256,202782,Ellen Forney
30266,7271073,Josh Malerman
30349,60281,Sogyal Rinpoche
30460,104728,William Peter Blatty
30540,428566,Carson Ellis
30547,83846,Margery Williams Bianco
30863,1599723,Michael  Grant
30975,639,Lee Strobel
31138,3032451,Siddhartha Mukherjee
31209,2736801,`zldyn shkry fshyr
31218,43605,Tony Tanner
31220,176372,Madeline Miller
31226,316,Alice Sebold
31228,55118,Kenneth Branagh
31240,5741,Stacy Schiff
31242,217371,David Magarshack
31398,29574,Seamus Heaney
31469,49625,Jennifer Egan
31670,99049,Amy Wallace
31807,38449,Ralph Manheim
31879,836009,Sarah Rees Brennan
31883,7113,Anne Lamott
31920,88685,Alison Goodman
31923,5589647,Marie Kondo
31991,60286,John E. Woods
32216,4823432,Eowyn Ivey
32222,3067074,Kathleen Grissom
32311,2737734,Don Bartlett
32354,35436,Richard Winston
32355,245392,Clara Winston
32385,132078,Jane Ray
32507,11236,Caroline Myss
32709,5882,Stephen E. Ambrose
32733,153734,Ellen Schreiber
32813,21660,John Bayley
32819,591108,Danusia Stok
32881,4493,Eckhart Tolle
32884,4489,Maurice Sendak
33087,4941,Brian Sibley
33113,238,Joan Didion
33203,4343092,Amish Tripathi
33338,183819,John Elder Robison
33345,2188726,Sarah Ockler
33447,9545,Alan Lee
33539,8120,Arthur Miller
33768,12738,Jae Lee
33848,367338,Nelson Mandela
33973,11785,Stormie Omartian
33989,875661,Jalaluddin Mevlana Rumi
33990,37990,Coleman Barks
34046,2895706,Kami Garcia
34047,2895707,Margaret Stohl
34054,1262010,Annie Proulx
34181,713,Lisa See
34204,6356,Barack Obama
34499,4057,Karen Hesse
34781,34372,J.R. Moehringer
34885,10763,Charles Vess
35098,393731,Cynthia D'Aprix Sweeney
35111,9068,Sidney Sheldon
35204,26977,John P. Kotter
35292,403,Beverly Cleary
35437,5333595,Sheryl Sandberg
35482,939363,Caitlin Moran
35573,25840,Sherry Argov
35618,2982266,Jandy Nelson
35663,1739,Giovanni Pontiero
36150,38866,Paul Turner
36343,153732,Matsuri Hino
36427,5627,Anthony Robbins
36596,22004,Charles C. Mann
36660,531088,Steele Savage
36665,8316649,Zoe Sugg
36885,4826501,Tammara Webber
36896,2926065,Emma Cline
37061,5755257,M.L. Stedman
37341,8865,Mary Karr
37418,13291,Walter Dean Myers
37437,7518,Marcus Pfister
37465,173491,E. Lockhart
37653,153697,Ben Sherwood
37939,11672,Ned Vizzini
