,author_id,name
6788,2007,Daniel Defoe
6819,5687,Irvine Welsh
6824,2936493,Lauren Oliver
6856,12605,Mario Puzo
6871,348878,James Dashner
6887,4174,Sherman Alexie
6961,4763,John Scalzi
6977,4260,Diana Wynne Jones
7009,29919,John Berger
7049,19823,Sylvia Day
7055,69163,Arthur Rackham
7075,10289,Dennis Lehane
7106,1433597,Samuel Beckett
7174,24689,Harlan Coben
7241,3619,Roger Zelazny
7323,6900,Thomas Keneally
7333,5858,Richard Bachman
7343,75091,Fred Gipson
7366,4154802,C.C. Hunter
7371,7125422,Jessie Burton
7372,3380908,Pittacus Lore
7376,2001717,Daphne du Maurier
7389,12540,Robert Bloch
7405,27318,Jon Scieszka
7426,1388082,Jostein Gaarder
7457,10896,Eoin Colfer
7541,5350,L.M. Montgomery
7545,3961,Alan Moore
7546,55409,Brian Bolland
7580,12470,Michael Connelly
7652,805184,Jennifer E. Smith
7657,138207,Deepak Chopra
7686,8730,Naomi Novik
7688,8726,Richard Matheson
7825,2687,Dan Simmons
7840,1041311,Rene Goscinny
7862,3490,Lauren Weisberger
7864,3242,L. Frank Baum
7866,47104,Melina Marchetta
7909,9432,Joanne Harris
7932,426944,T.H. White
7934,537929,Beth Harbison
7960,4273,Roald Dahl
7987,3433047,Sarah J. Maas
8067,10015,Kate Atkinson
8086,7625163,Tim LaHaye
8090,7136914,Ann Patchett
8095,2755160,Kimberly Derting
8133,1238111,Marie Rutkoski
8192,63116,Annie Barrows
8236,15577045,Takeshi Obata
8262,26,Anne McCaffrey
8331,903,Homer
8397,7440,Emily Dickinson
8398,62538,Thomas H. Johnson
8432,798,Steven D. Levitt
8433,1928,Stephen J. Dubner
8444,8885,George Saunders
8453,1413437,Elizabeth Gaskell
8462,3892,Tom Clancy
8479,150810,Hiro Mashima
8488,4890182,Susan Ee
8525,6104,Marian Keyes
8530,15087,John Bolton
8578,6573436,Oreste del Buono
8642,545,Neal Stephenson
8643,16201,Niccolo Machiavelli
8656,49,Johanna Spyri
8659,433174,Arthur Pober
8695,10665,Gertrude Chandler Warner
8721,7717,Richard Adams
8739,12455,Thomas Harris
8742,295178,Gayle Forman
8830,3222554,Jonas Jonasson
8853,10673,Eleanor H. Porter
8887,290375,Gustave Dore
8926,6153502,Marina Keegan
8928,410653,Astrid Lindgren
8939,5117,Art Spiegelman
8961,2715,Michael Chabon
8978,2526,Libba Bray
8980,4342215,Marie Lu
8991,27069,Richard Yates
9029,2821144,Ellen Hopkins
9055,147246,Deborah Levy
9061,7577,Anne Rice
9063,12667,Jess Walter
9186,25355,Anthea Bell
9253,16218,Christopher Moore
9291,125308,Cinda Williams Chima
9301,2940640,Rebecca Skloot
9396,4764,Philip K. Dick
9479,383606,Robert Galbraith
9485,4575289,Leigh Bardugo
9544,12476,Joe Haldeman
9685,435477,Shel Silverstein
9733,2897630,Johann David Wyss
9808,4402,Miguel Ruiz
9821,4051426,Madeleine Roux
9852,15292,Rachel Caine
9902,4820,Jeffrey Archer
10022,262086,Lauren Barnholdt
10039,14617,Margaret Peterson Haddix
10040,13360,William L. Shirer
10104,12915,Jane Green
10140,2617,Jonathan Safran Foer
10149,4113638,John Corey Whaley
10302,2960227,Robin Sloan
10420,8051,Chinua Achebe
10444,1069006,C.S. Lewis
10559,600,Robert T. Kiyosaki
10571,4537214,Vanessa Diffenbaugh
10754,94091,Kate Brian
10771,15049422,Angie Thomas
10774,978484,Lisa Genova
10810,238243,Dick Hill
10896,44085,Elena Ferrante
11010,3500,Anna Quindlen
11035,3873,Mikhail Bulgakov
11038,21618,Raina Telgemeier
11039,2331,Mitch Albom
11055,2578,Jonathan Franzen
11065,6125,Fannie Flagg
11117,8476,CLAMP
11204,9876,John Milton
11210,40641,Michael Slater
11262,5237,Hunter S. Thompson
11306,1373880,Kristin Cashore
11338,61939,Mark Cotta Vaz
11366,2965489,Jennifer Probst
11375,28756,John Marsden
11461,3960,David   Lloyd
11472,4841825,Marion Zimmer Bradley
11511,16965,Tony Moore
11515,58,Frank Herbert
11518,5238854,Teri Terry
11682,19564,Neal Shusterman
11701,45592,Jennifer Niven
11707,1443712,Carrie Ryan
11724,12425,Robert Kirkman
11749,1318,Susan Beth Pfeffer
11822,445303,Maria V. Snyder
11855,2493,Lois Lowry
11901,1351903,Colm Toibin
11939,4280,Kazuo Ishiguro
11975,12793,Charles Darwin
11984,8349,Christopher Paolini
12009,11072,Daniel Keyes
12038,4026,Pablo Neruda
12096,6343,Milan Kundera
12167,1838,Geoffrey Chaucer
12180,93970,Sara Shepard
12216,2546,Chuck Palahniuk
12249,5309857,Rachel Joyce
12251,180439,John Tenniel
12305,1429989,Richard Feynman
12342,1742,Jack Kerouac
12354,117369,Naoko Takeuchi
12355,362098,William Flanagan
12357,33297,Brian W. Aldiss
12364,1074866,Alan Bradley
12392,30916,Garth Williams
12405,8719,Donna Tartt
12443,14425604,B.A. Paris
12454,3360355,Roxane Gay
12520,11139,Mary Wollstonecraft Shelley
12523,2988406,Yana Toboso
12525,157663,Angie Sage
12526,619712,Mark Zug
12527,3618,Philip Pullman
12728,88506,Joe Hill
12757,200317,Alyson Noel
12856,29655,Rhonda Byrne
12882,25422,Holly Black
12883,3027554,Kiersten White
12884,151371,Jenny Han
12885,11664,David Levithan
12886,3228055,Myra McEntire
12887,4208569,Rainbow Rowell
12920,5830526,Samantha Shannon
12931,11633,Sharon Creech
12985,2130,Gordon Korman
12990,8215,Maxine Paetro
12996,3317,Dale Carnegie
13036,228089,Honore de Balzac
13117,12452,Aesop
13249,15619,Michael Ende
13307,2938140,Jacob Grimm
13342,2384,Janet Evanovich
13520,4178,Cormac McCarthy
13734,2096360,Aprilynne Pike
13738,13677,Gail Carson Levine
13739,337207,Greg Call
13742,1113469,Hermann Hesse
13842,13898,P.D. Eastman
13885,28995,David Mazzucchelli
13886,821898,Richmond Lewis
13889,5430144,Colleen Hoover
13905,9533,Christopher Tolkien
13926,3299,Salman Rushdie
13948,190887,Catherine Fisher
13962,137554,Roland Smith
13984,25523,Pauline Baynes
14045,1980985,Lauren Conrad
14071,1169504,A.S. Byatt
14097,690619,Lauren Groff
14211,16244,John Bunyan
14272,8509533,Clare Mackintosh
14298,72401,Daniel Kahneman
14309,4345,Walter Scott
14488,9322,Edward Albee
14493,21246,Gretchen Rubin
14525,3541,Barbara Kingsolver
14526,4470653,S.J. Watson
14555,27804,John Katzenbach
14610,32595,Koushun Takami
14655,608211,Robin A.H. Waterfield
14681,1124,Anthony Bourdain
14706,42102,Jean-Jacques Sempe
14717,1467,Jeffrey Eugenides
14744,1304470,Ally Condie
14778,3105,Rosemary Wells
14797,24556,Sara Gruen
14983,4684322,Marissa Meyer
15111,8178,Carl Hiaasen
15113,290189,Paula McLain
15166,63,Bryce Courtenay
15216,1624,Herman Melville
15230,3089156,Randall Munroe
15257,22414,Richard Peck
15411,7064545,Malala Yousafzai
15412,241896,Christina Lamb
15491,8788,Erich Fromm
15514,150038,Cassandra Clare
15557,767547,Lisa McMann
15575,73149,Scott Lynch
15720,6412,Robert C. O'Brien
15736,7285,Ken Kesey
15830,2938141,Wilhelm Grimm
15880,7168230,V.E. Schwab
15946,4601855,Jessica Sorensen
16010,3720,Anne Frank
16030,55084,Maira Kalman
16039,5918,Elizabeth Kostova
16041,322069,Liane Moriarty
16106,46474,Patrick Carman
16118,155176,Wassily Kandinsky
16159,7350402,Amy Poehler
16192,5329,Brian Jacques
16247,13681,Peter David
16248,1771,Sun Tzu
16376,4859212,R.J. Palacio
16471,7177350,M.R. Carey
16648,89439,Sophie Jordan
16787,34636,Lisbeth Zwerger
16815,2876763,Becca Fitzpatrick
16876,6535659,Cora Carmack
16962,55215,Junot Diaz
16990,615274,Kate Morton
17010,2826,James C. Collins
17033,4101698,Julie Plec
17138,1278320,Shari Lapena
17174,8360,Nancy Farmer
17236,223869,Elaine Hedges
17283,3470,Robin Furth
17339,5217,George Bernard Shaw
17349,3447,Ken Follett
17378,1825,Harper Lee
17423,20105,Joseph Campbell
17464,146,Quentin Blake
17492,3041100,Andrea Cremer
17644,44524,Brett Helquist
17655,2121,Michael Pollan
17688,5791,Max Brooks
17705,1895943,Graeme Simsion
17719,7074943,Victoria Aveyard
17762,2565625,Reg Keeland
17852,50060,Gregory Rabassa
17988,3347,Frank McCourt
18098,20357,Chelsea Handler
18229,3046613,Ransom Riggs
18258,1792350,Anna Carey
18278,24514,Brian K. Vaughan
18279,304633,Fiona Staples
18282,6914204,Robin LaFevers
18295,3489,Rebecca Wells
18309,31712,Ernest Cline
18410,767317,Aimee Carter
18420,5502079,Tsugumi Ohba
18430,3670,Jhumpa Lahiri
18473,26480,Nina Baym
18500,59542,Peter Benchley
18511,11047,Masashi Kishimoto
18568,704,Pearl S. Buck
18641,3441,Terry Goodkind
18813,38531,Michelle Rowen
18843,1067608,Peter S. Beagle
19069,3377941,Rick Yancey
19092,3340,Spencer Johnson
19120,10317,Maureen Johnson
19145,138825,Tana French
19184,1222197,Cynthia Holloway
19195,15412,Jerry B. Jenkins
19230,3617,Diana Gabaldon
19425,18480,Clement Hurd
19575,3681,Ann Brashares
19641,30209,Margaret Sayers Peden
19688,8842,Susanna Clarke
19716,2346,Micah Sparks
19785,121585,Katherine Hannigan
19842,1005,Robert Fagles
19843,280215,Bernard Knox
19860,13004,Max Brod
19882,96426,Solomon Northup
19954,36332,John Wyndham
19995,3503,Maya Angelou
20019,13370,Emily Giffin
20024,6810,Wilson Rawls
20032,1399,Leonard Mlodinow
20034,7111,Walter Isaacson
20045,3406550,Josephine Angelini
20220,3452783,Chad Harbach
20398,14650,Paramahansa Yogananda
20544,471230,Edmund de Waal
20560,19916,Jonathan Coe
20605,7025,Gregory Maguire
20732,33949,Francine du Plessix Gray
20772,63801,Jeremy Tambling
20843,628636,Jenny Downham
20987,4919495,Chris Colfer
21015,107433,Stephen Marlowe
21094,8203,James Redfield
21131,17216,Peter Lerangis
21185,130166,Cynthia Lord
21389,27112,Richard Howard
21436,1641,Nathaniel Philbrick
21482,630,Dan Brown
21550,12665,Cecily von Ziegesar
21588,8249,Anne Bronte
21589,286311,Angeline Goreau
21795,15890,Trudi Canavan
21866,53350,Howard Pyle
21988,2622245,Lao Tzu
22089,1421,Leonard Peikoff
22122,61707,Linda Sue Park
22263,6556689,Christina Lauren
22392,1405152,Peter V. Brett
22406,10365,Dave McKean
22428,42156,David Wenzel
22436,9550,Laurell K. Hamilton
22450,3487,Aldous Huxley
22464,14765007,Robert Sabuda
22647,5735,Anthony Burgess
22674,4027380,Joelle Charbonneau
22685,2560,Louise Fitzhugh
22693,1362751,Francis Chan
22728,3911856,Jim Kay
22763,16807,Bryan Lee O'Malley
22794,27881,James  Marshall
22868,2059918,Michael Rosen
22910,8050,Ira Levin
23008,155021,Thomas Cleary
23068,1141204,Heather Cocks
23191,431149,Truman Capote
23198,23510,Upton Sinclair
23200,6474354,Rosamund Hodge
23221,7549,Elizabeth George Speare
23232,64028,Sarah Weeks
23234,350820,Jenny Davidson
23257,5684,Alex Garland
23398,48206,Karen Marie Moning
23485,3075,John Irving
23599,23573,Lane Smith
23604,44926,David J. Skal
23659,183680,Ann Goldstein
23682,81466,A.A. Milne
23685,5027236,Kasie West
23769,6245,Dave Barry
23847,6452053,Kimberly McCreight
23881,192496,H.T. Willetts
24147,1002,Sophocles
24249,1979088,Glenn Eichler
24299,6538289,David Mitchell
24310,274533,Simone Elkeles
24625,28709,Chuck Dixon
24656,242659,David Lagercrantz
24824,69007,Beatrice Sparks
24950,194531,Garth Stein
24960,788461,Dan Ariely
24964,2973783,Alexandra Bracken
25041,1831,Jonathan Swift
25160,16560,Dan Chaon
25711,156274,Richard Isanove
25785,39402,Patrick Suskind
25819,2530,Anna Sewell
25873,7105,Martin Gardner
25883,9785,Andre Dubus III
25928,2995873,Julie Kagawa
26141,1439,Malcolm Gladwell
26415,395812,Yuval Noah Harari
26508,460447,Alison Anderson
26666,54493,Kristin Hannah
26730,61105,Dr. Seuss
27196,65678,Miranda July
27202,1226095,Gia-Fu Feng
27203,38289,Jane English
27215,2985039,Austin Kleon
27264,2782,Viktor E. Frankl
27293,16759765,Thomas L. Friedman
27343,4902564,Lissa Price
27378,4230687,Ashwin Sanghi
27428,61124,Chetan Bhagat
27479,155717,Cheryl Strayed
27618,11328,Joseph Frank
27638,6466778,Helene Wecker
27648,4103366,Lauren DeStefano
27807,30913,Laura Hillenbrand
27844,80760,Siobhan Dowd
27879,5227163,Jesse Andrews
27963,7902,Boris Pasternak
28022,262689,Roswitha Quadflieg
28063,6922454,Kass Morgan
28073,52320,Elizabeth Wein
28315,132378,David Seltzer
28556,3505,Wally Lamb
28646,157146,Christina Baker Kline
28697,57983,Newt Scamander
28812,4030,Michael Ondaatje
28830,4112157,Kenneth H. Blanchard
28996,3390621,Leila Sales
29046,2903247,Lucy Christopher
29065,26242,Harriet Beecher Stowe
29208,634694,Kevin Kwan
29211,511298,Tony Goldwyn
29316,3290920,Cynthia Hand
29376,9657,Richard Wright
29381,7751,Tennessee Williams
29440,6238,Marjane Satrapi
29675,4417749,Megan Miranda
29830,678030,Jeffrey Zaslow
29975,39738,Beryl Bainbridge
30089,10264,Henry David Thoreau
30184,93353,Abraham Verghese
30195,4660036,Huntley Fitzpatrick
30206,36714,Frederick Forsyth
30254,2599,Edith Grossman
30256,202782,Ellen Forney
30266,7271073,Josh Malerman
30317,175855,Melissa Marr
30460,104728,William Peter Blatty
30490,13705,George Selden
30540,428566,Carson Ellis
30547,83846,Margery Williams Bianco
30863,1599723,Michael  Grant
30896,117884,Eric Shanower
30960,11155,Christopher Marlowe
30975,639,Lee Strobel
31138,3032451,Siddhartha Mukherjee
31218,43605,Tony Tanner
31220,176372,Madeline Miller
31226,316,Alice Sebold
31228,55118,Kenneth Branagh
31240,5741,Stacy Schiff
31242,217371,David Magarshack
31398,29574,Seamus Heaney
31469,49625,Jennifer Egan
31807,38449,Ralph Manheim
31879,836009,Sarah Rees Brennan
31883,7113,Anne Lamott
31923,5589647,Marie Kondo
31991,60286,John E. Woods
32120,81221,Dick Giordano
32216,4823432,Eowyn Ivey
32222,3067074,Kathleen Grissom
32237,44089,Abdulrazak Gurnah
32385,132078,Jane Ray
32733,153734,Ellen Schreiber
32813,21660,John Bayley
32819,591108,Danusia Stok
32881,4493,Eckhart Tolle
32884,4489,Maurice Sendak
33087,4941,Brian Sibley
33113,238,Joan Didion
33203,4343092,Amish Tripathi
33345,2188726,Sarah Ockler
33447,9545,Alan Lee
33539,8120,Arthur Miller
33619,157676,Lauren Myracle
33752,30747,Julian Symons
33768,12738,Jae Lee
34046,2895706,Kami Garcia
34047,2895707,Margaret Stohl
34054,1262010,Annie Proulx
34162,3449,Graham Swift
34181,713,Lisa See
34204,6356,Barack Obama
34488,2713,E.L. Konigsburg
34499,4057,Karen Hesse
34781,34372,J.R. Moehringer
35098,393731,Cynthia D'Aprix Sweeney
35110,299381,Tilly Bagshawe
35111,9068,Sidney Sheldon
35292,403,Beverly Cleary
35437,5333595,Sheryl Sandberg
35482,939363,Caitlin Moran
35573,25840,Sherry Argov
35618,2982266,Jandy Nelson
35663,1739,Giovanni Pontiero
35770,10749,Joachim Neugroschel
35854,39847,Pankaj Mishra
36182,99754,Stuart Palmer
36268,6208,Dodie Smith
36343,153732,Matsuri Hino
36665,8316649,Zoe Sugg
36896,2926065,Emma Cline
36907,62104,Skottie Young
37061,5755257,M.L. Stedman
37169,2924855,Tommy Patterson
37418,13291,Walter Dean Myers
37437,7518,Marcus Pfister
37465,173491,E. Lockhart
37653,153697,Ben Sherwood
37670,8030489,Sandy   Hall
37935,2891503,Bree Despain
37939,11672,Ned Vizzini
38040,32513,W.S. Merwin
38134,117227,Keri Smith
38177,2849108,Margaret Brantley
38190,2858990,Basil Creighton
38393,3275,Jeannette Walls
38406,2261547,Rachel Hawkins
38418,473421,Desmond Lee
38887,6841,Liz Tuccillo
39328,6942,Pat Conroy
39458,3357,Richard Pevear
39459,3358,Larissa Volokhonsky
39651,19005,Jennifer Crusie
39813,12444,Bill Willingham
39815,74339,Steve Leialoha
39874,2327917,Betty  Smith
39887,7392948,Mary Kubica
40004,27779,Caleb Carr
40144,5186274,A.G. Howard
40167,133241,Bernie Wrightson
40258,2927,Mary GrandPre
40268,144405,Bisco Hatori
40325,196092,Patti Smith
40344,10482,Jeff Lindsay
40439,7353006,Nicola Yoon
40479,1803294,Wladyslaw Szpilman
40744,15141,Cristina Garcia
40827,9057,Gaston Leroux
40875,4721536,Mark  Lawrence
40954,31232,Steven Erikson
41228,16325,Jan Brett
41625,488758,Alan R. Clarke
41777,21578,Edward Gorey
41778,1945379,Akira Watanabe
42122,919,Virgil
42171,42436,Felicia Bond
42250,573688,Robert Fitzgerald
42577,208650,Eiichiro Oda
42720,374590,Chris Cleave
42943,218843,William Landay
43026,47672,Trenton Lee Stewart
43027,2303624,Diana Sudyka
43143,215818,Nick Caistor
43207,6953956,Erika Johansen
43330,14493315,Yaa Gyasi
43459,4101935,Susan Cain
43462,45315,Justin Cronin
43523,57990,Kennilworthy Whisp
43644,569383,Barbara A. Mowat
43645,8140,Paul Werstine
43889,4415,Candace Bushnell
44099,11075,Susan Vreeland
44216,29840,Kevin Williamson
44346,498072,Audrey Niffenegger
