,user_id,book_id,rating
23806574,46890,6970,5
23806576,46890,1088,5
23806577,46890,997,5
23806700,46890,7989,0
24637783,48561,996,5
24637785,48561,174,4
24637786,48561,19063,4
24637793,48561,833,5
24637800,48561,834,4
24637803,48561,7899,5
24637804,48561,7898,5
24637809,48561,7341,5
24637816,48561,1003,5
24637818,48561,7390,5
24637819,48561,7432,5
24637824,48561,1050,4
24637825,48561,8433,5
24637827,48561,423,4
25022355,49302,17627,5
25022405,49302,943,5
25022408,49302,1574,5
25022414,49302,7518,5
25022418,49302,6175,5
25022425,49302,16298,5
25022429,49302,7492,5
25022433,49302,839,3
25022439,49302,586,5
25022441,49302,1201,5
25022450,49302,1041,5
25022452,49302,7344,5
25626054,50474,1233,4
25626055,50474,20538,4
25626057,50474,524,5
25626058,50474,1572,3
25626060,50474,1592,5
25626083,50474,772,0
25626137,50474,1605,5
25626144,50474,417,3
25626148,50474,1347,4
25626151,50474,162292,0
25626154,50474,1004,4
25626155,50474,14589,0
25626163,50474,1521,0
26638937,52375,14061,4
26638939,52375,27910,2
26638940,52375,1222,4
26638942,52375,1077,4
26638943,52375,23653,0
26638946,52375,833,0
26638951,52375,412,4
26638957,52375,619,4
26638980,52375,1016,0
26638981,52375,739,0
26639025,52375,21272,4
26639040,52375,18151,5
26819816,52718,1352,5
26819819,52718,536,2
26819820,52718,1574,4
26819821,52718,786,5
26819823,52718,1456,2
26819831,52718,7457,3
26819833,52718,862,4
26819834,52718,7998,2
26819835,52718,7959,5
26819837,52718,828,4
26819838,52718,1079,4
26819841,52718,858,3
26819845,52718,1200,4
26819846,52718,1218,3
28167894,55270,119595,4
28167904,55270,7135,4
28167918,55270,17708,4
28167931,55270,7221,1
28167958,55270,536,3
28167969,55270,19859,2
28167975,55270,1387,4
28167976,55270,19891,5
28167977,55270,759,5
28167978,55270,786,4
28799261,56550,739,5
28799263,56550,1203,5
28799270,56550,943,5
28799271,56550,968,5
28799272,56550,941,5
28799273,56550,613,5
28799274,56550,938,5
28799275,56550,944,5
28799276,56550,939,5
28799323,56550,441,5
29120366,57244,20663,4
29120380,57244,536,3
29120381,57244,999,5
29120385,57244,1605,3
29120386,57244,1387,3
29120390,57244,1386,2
29120391,57244,1604,3
29120474,57244,7320,5
29120476,57244,13114,3
29120482,57244,1003,4
29226723,57454,4762,0
29226729,57454,5463,4
29226730,57454,7011,4
29226731,57454,16247,0
29226732,57454,19996,0
29226745,57454,6836,5
29226749,57454,6730,0
29226750,57454,1473,5
29226767,57454,7490,0
29226780,57454,1574,4
29226786,57454,553,0
29226822,57454,12946,5
29521287,58098,5644,0
29521301,58098,858,0
29521356,58098,1188,0
29521377,58098,14832,5
29521380,58098,21997,5
29521382,58098,1000,1
29521383,58098,3304,3
29521386,58098,4468,2
29521389,58098,1211,5
29521392,58098,1121,5
29521393,58098,1067,5
29521394,58098,7992,4
29586214,58214,1611,5
29586245,58214,6164,0
29586261,58214,4477,4
29586276,58214,7051,5
29586277,58214,7048,5
29586281,58214,6836,0
29586298,58214,6541,4
29586305,58214,7050,5
29586306,58214,1386,5
29586308,58214,1387,5
29586310,58214,6230,3
29586315,58214,6853,4
29586318,58214,6914,4
29590690,58227,23375,5
29590695,58227,1526,5
29590704,58227,1201,5
29590705,58227,7220,5
29590714,58227,8042,5
29590724,58227,14849,5
29590727,58227,14850,5
29590732,58227,13546,5
29590790,58227,1000,5
29590808,58227,1525,5
29590818,58227,8043,5
29693213,58450,1203,5
29693214,58450,739,5
29693215,58450,15474,5
29693216,58450,810,5
29693340,58450,943,5
29693341,58450,613,5
29693342,58450,941,5
29693343,58450,938,5
29693344,58450,939,5
29693345,58450,944,5
29693346,58450,968,5
29693347,58450,15090,5
30033609,59165,7396,5
30033612,59165,1112,4
30033629,59165,1012,5
30033634,59165,1003,4
30033642,59165,16826,4
30033645,59165,20824,4
30033646,59165,1606,5
30033675,59165,7238,4
30033689,59165,17190,4
30033697,59165,28558,5
30559091,60153,7322,3
30559092,60153,13295,5
30559094,60153,417,5
30559095,60153,17964,4
30559149,60153,858,3
30559150,60153,7300,4
30559152,60153,8451,5
30559157,60153,786,5
30559172,60153,1347,5
30559180,60153,7943,5
30559231,60153,624,0
30562088,60160,786,5
30562090,60160,1003,5
30562093,60160,1203,3
30562094,60160,858,3
30562096,60160,892,5
30562097,60160,438,5
30562100,60160,759,5
30562101,60160,1201,5
30562114,60160,19096,5
30562117,60160,848,5
31016981,61134,7173,5
31017050,61134,1009,4
31017051,61134,13008,4
31017055,61134,858,4
31017056,61134,461,3
31017057,61134,772,5
31017058,61134,14401,4
31017060,61134,1528,3
31017062,61134,13549,4
31017063,61134,7991,5
31017064,61134,7989,4
31017065,61134,1594,3
31017066,61134,21377,5
31017101,61134,7300,0
31042966,61186,14061,4
31042967,61186,792,5
31042968,61186,13894,5
31042969,61186,14059,5
31042973,61186,21164,4
31042974,61186,14000,4
31042977,61186,171,5
31042979,61186,14003,5
31042981,61186,943,5
31042982,61186,1471,5
31042983,61186,810,4
32512126,64467,1386,0
32512127,64467,6801,0
32512131,64467,14568,0
32512137,64467,5712,0
32512140,64467,7237,0
32512141,64467,536,0
32512142,64467,1387,0
32512144,64467,1611,0
32512147,64467,6230,0
32512150,64467,7050,0
32512151,64467,6914,0
33041766,65490,1621,5
33041770,65490,941,4
33041771,65490,943,5
33041772,65490,613,5
33041773,65490,968,4
33041774,65490,939,5
33041775,65490,1117,5
33041776,65490,19298,3
33041777,65490,997,0
33041778,65490,12903,3
33049709,65509,7333,0
33049732,65509,7457,5
33049736,65509,126,5
33049738,65509,12962,4
33049762,65509,996,5
33049763,65509,427,5
33049764,65509,430,5
33049765,65509,6361,5
33049766,65509,6360,5
33049768,65509,17270,4
33049769,65509,17268,5
33049770,65509,17267,5
34255895,68025,23375,0
34255896,68025,14794,4
34255910,68025,6294,4
34255949,68025,1405,2
34255976,68025,772,0
34255991,68025,229,4
34256005,68025,1502,0
34256033,68025,23350,0
34256035,68025,126,5
34256064,68025,12962,0
34256078,68025,12982,5
34461886,68480,1526,2
34461891,68480,1000,3
34461892,68480,1116,3
34461893,68480,66,3
34461894,68480,1117,3
34461898,68480,14849,0
34461903,68480,14847,0
34461905,68480,20976,0
34461908,68480,35697,0
34461910,68480,14845,0
34461953,68480,1387,0
34461954,68480,1386,0
34462000,68480,536,0
34462009,68480,1473,5
34977501,69501,7492,4
34977503,69501,943,5
34977513,69501,6959,4
34977537,69501,941,5
34977538,69501,613,5
34977539,69501,938,5
34977540,69501,939,5
34977541,69501,944,5
34977542,69501,968,5
34977543,69501,15090,5
34977545,69501,15089,5
34977689,69501,407,3
35824081,71305,761,5
35824176,71305,1203,4
35824177,71305,13414,4
35824178,71305,441,4
35824179,71305,8379,3
35824180,71305,20001,4
35824181,71305,49748,4
35824182,71305,8378,4
35824183,71305,21926,4
35824184,71305,35053,5
36317000,72268,4766,3
36317003,72268,30479,4
36317004,72268,941,5
36317005,72268,938,4
36317006,72268,944,5
36317007,72268,613,5
36317009,72268,939,5
36317010,72268,4765,4
36317011,72268,4764,0
36317034,72268,996,0
36327120,72292,1555,5
36327140,72292,1112,4
36327141,72292,993,0
36327160,72292,1012,5
36327161,72292,7396,0
36327166,72292,1000,4
36327167,72292,1116,4
36327168,72292,66,4
36327172,72292,1117,4
36327176,72292,524,3
36327177,72292,1628,4
36843248,73311,862,5
36843249,73311,759,5
36843259,73311,996,0
36843263,73311,943,5
36843264,73311,8000,5
36843265,73311,18647,5
36843275,73311,1012,0
36843323,73311,1376,0
36843376,73311,176,4
36843385,73311,105,0
36843395,73311,80,0
36843396,73311,1241,5
36843397,73311,14561,3
36995190,73614,1000,5
36995194,73614,14850,5
36995195,73614,20976,5
36995196,73614,16319,5
36995197,73614,46805,5
36995198,73614,7178,5
36995199,73614,14722,5
36995206,73614,828,5
36995207,73614,7338,5
36995243,73614,14804,0
37026870,73693,586,5
37026873,73693,1405,5
37026874,73693,553,5
37026877,73693,7981,5
37026878,73693,7432,5
37026879,73693,524,5
37026891,73693,759,5
37026892,73693,19075,5
37026895,73693,443,5
37026965,73693,792,4
37026976,73693,99855,5
37026977,73693,39001,5
37530003,74683,1012,4
37530006,74683,1201,4
37530008,74683,7390,4
37530009,74683,586,3
37530019,74683,35146,3
37530073,74683,767,0
37530076,74683,29336,3
37530077,74683,13008,0
37530079,74683,858,4
37530080,74683,1123,3
37530082,74683,1112,4
37656845,74938,858,5
37656847,74938,7120,5
37656849,74938,772,5
37656850,74938,848,4
37656854,74938,461,4
37656855,74938,1226,2
37656856,74938,670,5
37656858,74938,1123,5
37656859,74938,993,3
37656860,74938,12909,3
37656865,74938,586,4
37656866,74938,627,3
37656868,74938,7943,3
37832221,75280,23849,0
37832222,75280,23315,4
37832229,75280,144355,3
37832236,75280,23164,4
37832240,75280,144336,4
37832241,75280,23176,2
37832255,75280,23911,3
37832322,75280,131537,3
37832327,75280,739,4
37832335,75280,23680,3
38161658,75778,1233,4
38161661,75778,772,4
38161662,75778,1000,4
38161670,75778,6970,4
38161684,75778,968,5
38161685,75778,939,5
38161686,75778,938,5
38161687,75778,941,5
38161689,75778,1535,0
38161690,75778,1534,0
38161706,75778,613,5
38161707,75778,944,5
38161735,75778,1605,0
38455139,76405,7492,5
38455145,76405,536,5
38455163,76405,16218,3
38455164,76405,19996,5
38455165,76405,7008,5
38455166,76405,19521,5
38455167,76405,5463,5
38455169,76405,12948,5
38455171,76405,20003,5
38455172,76405,20002,5
38455187,76405,21898,5
38455188,76405,21897,5
38455276,76405,7476,5
38613170,76764,13563,0
38613173,76764,1555,5
38613176,76764,1604,0
38613177,76764,1605,0
38613178,76764,1386,0
38613181,76764,7493,0
38613237,76764,1614,5
38613239,76764,1613,4
38613240,76764,1577,4
38613251,76764,5422,4
38613340,76764,1546,0
38732822,76960,24870,4
38732823,76960,24850,4
38732825,76960,23819,4
38732826,76960,23950,3
38732827,76960,23360,0
38732854,76960,23934,4
38732857,76960,24869,3
38732861,76960,27786,4
38732874,76960,162982,4
38732875,76960,23904,3
38732916,76960,207280,2
38732917,76960,23911,4
39013719,77365,1218,0
39013748,77365,7431,0
39013780,77365,786,4
39013781,77365,821,4
39013782,77365,8460,4
39013783,77365,547,4
39013788,77365,7956,4
39013793,77365,7381,3
39013794,77365,50994,4
39013816,77365,8010,4
39065021,77428,968,0
39065087,77428,772,4
39065089,77428,670,4
39065090,77428,996,5
39065093,77428,6163,3
39065094,77428,6230,4
39065100,77428,42143,1
39065101,77428,64000,5
39065102,77428,7518,3
39065103,77428,15100,4
39065105,77428,6161,4
39463897,78348,23607,5
39463900,78348,1000,5
39463901,78348,20978,5
39463903,78348,536,4
39463904,78348,1605,5
39463905,78348,1473,5
39463911,78348,18724,3
39463912,78348,1116,3
39463919,78348,18634,3
39463920,78348,18696,5
39463921,78348,1313,5
39547733,78461,1233,5
39547736,78461,862,4
39547743,78461,8043,5
39547748,78461,14794,5
39547754,78461,18653,4
39547756,78461,23355,3
39547763,78461,14671,5
39547770,78461,1347,5
39547774,78461,20887,0
39547795,78461,1352,0
39547812,78461,1262,5
39791668,78995,1003,5
39791670,78995,1205,5
39791671,78995,1465,4
39791691,78995,15467,5
39791696,78995,20586,5
39791699,78995,1526,1
39791701,78995,1053,5
39791723,78995,627,5
39791726,78995,8043,5
39791728,78995,7988,5
40066547,79566,297,4
40066558,79566,786,2
40066562,79566,839,3
40066568,79566,7431,4
40066570,79566,943,3
40066586,79566,938,3
40066589,79566,941,3
40066591,79566,787,3
40066594,79566,772,4
40066597,79566,613,4
40066600,79566,7391,3
40066614,79566,939,4
40066617,79566,968,3
40384719,80211,943,4
40384723,80211,941,5
40384727,80211,968,4
40384732,80211,1525,0
40384733,80211,1526,4
40384736,80211,862,5
40384737,80211,7220,5
40384746,80211,786,4
40384783,80211,759,5
40384795,80211,719,5
40384797,80211,7431,4
40384798,80211,1041,4
40384810,80211,7405,3
40585828,80663,1000,5
40585829,80663,609,5
40585830,80663,12948,5
40585831,80663,2805,5
40585832,80663,1545,0
40585847,80663,7008,5
40585848,80663,6788,5
40585849,80663,14947,5
40585866,80663,536,5
40585870,80663,7492,5
40585871,80663,7284,5
40885201,81253,1200,5
40885215,81253,14839,5
40885216,81253,23607,5
40885217,81253,23407,5
40885241,81253,786,5
40885243,81253,7220,5
40885244,81253,14850,5
40885245,81253,16283,5
40885256,81253,8451,5
40885278,81253,1260,3
40885304,81253,8381,5
41292412,82027,6809,0
41292413,82027,1053,5
41292438,82027,1123,0
41292446,82027,7225,0
41292447,82027,35697,0
41292464,82027,739,0
41292467,82027,1473,4
41292469,82027,1611,0
41292471,82027,21074,0
41292472,82027,8001,5
41292476,82027,7051,0
41292485,82027,14859,4
41292496,82027,943,5
41292512,82027,6194,4
41363493,82191,27907,4
41363494,82191,27905,5
41363497,82191,18294,3
41363501,82191,1233,5
41363523,82191,1473,0
41363577,82191,14846,5
41363593,82191,6700,2
41363595,82191,1226,4
41363596,82191,7220,5
41363597,82191,13546,3
41363598,82191,14850,3
41499633,82466,997,5
41499634,82466,943,4
41499636,82466,1000,3
41499638,82466,20735,4
41499639,82466,6164,4
41499640,82466,993,4
41499646,82466,7518,4
41499647,82466,7487,4
41499649,82466,12867,4
41499652,82466,4614,4
41499657,82466,689,1
41522219,82526,14823,0
41522224,82526,1525,0
41522225,82526,786,0
41522226,82526,547,0
41522243,82526,14662,5
41522252,82526,586,0
41522256,82526,7300,0
41522291,82526,1067,0
41522294,82526,968,5
41522295,82526,17631,5
41806525,83122,1574,4
41806528,83122,1016,5
41806529,83122,14846,4
41806530,83122,786,5
41806534,83122,1201,4
41806539,83122,839,5
41806545,83122,8043,3
41806547,83122,7173,0
41806550,83122,461,4
41806555,83122,197,3
41806631,83122,1518,0
43097139,85821,670,3
43097140,85821,1233,4
43097142,85821,1471,3
43097143,85821,1605,5
43097144,85821,1604,4
43097147,85821,301,3
43097156,85821,13099,3
43097157,85821,856,0
43097161,85821,7221,5
43097166,85821,1368,5
43097183,85821,1596,5
43097248,85821,996,0
43221896,86087,536,5
43221899,86087,13552,4
43221907,86087,80,0
43221910,86087,1450,0
43221929,86087,1471,0
43221938,86087,2127,0
43221939,86087,1473,4
43221958,86087,1559,0
43221977,86087,1313,0
43222010,86087,1546,0
43343653,86341,586,3
43343654,86341,8462,3
43343674,86341,3640,4
43343688,86341,8430,4
43343689,86341,8410,3
43343690,86341,17618,3
43343691,86341,6960,3
43343692,86341,13508,4
43343718,86341,17186,2
43343781,86341,13510,4
43343831,86341,7390,4
43496086,86670,1572,5
43496087,86670,1473,5
43496089,86670,7220,5
43496091,86670,1574,2
43496092,86670,7008,4
43496093,86670,772,3
43496094,86670,16298,3
43496095,86670,828,5
43496171,86670,1603,2
43496177,86670,6969,4
43787602,87270,35048,0
43787614,87270,7057,0
43787638,87270,17679,0
43787740,87270,17601,0
43787743,87270,1614,5
43787746,87270,1577,0
43787747,87270,1613,0
43787748,87270,13270,0
43787778,87270,2513,0
43787779,87270,7464,0
43787780,87270,2787,0
43787786,87270,2403,0
43787787,87270,2402,0
44300286,88330,547,0
44300297,88330,13452,0
44300322,88330,1012,0
44300325,88330,7998,0
44300336,88330,7992,0
44300342,88330,858,0
44300380,88330,7120,5
44300381,88330,1222,5
44300387,88330,1326,0
44300391,88330,13295,0
44300393,88330,1376,0
44300394,88330,1202,0
44739392,89258,42115,0
44739395,89258,1233,3
44739399,89258,1526,4
44739400,89258,7301,5
44739401,89258,12903,5
44739412,89258,12940,2
44739414,89258,23355,1
44739416,89258,1000,5
44739417,89258,1117,5
44739418,89258,1116,5
44739420,89258,1524,4
44739429,89258,786,5
44739563,89258,19859,1
44822050,89436,23316,0
44822051,89436,52577,0
44822053,89436,1003,5
44822063,89436,24870,4
44822078,89436,70895,0
44822097,89436,1473,0
44822148,89436,1203,5
44822150,89436,856,4
44822157,89436,27853,4
44822160,89436,23945,0
45023711,89879,1200,5
45023713,89879,14813,4
45023714,89879,14869,4
45023715,89879,14868,4
45023716,89879,14867,5
45023717,89879,23629,4
45023718,89879,14866,4
45023719,89879,14863,4
45023732,89879,1526,5
45023733,89879,1525,5
45023734,89879,1524,5
45023735,89879,7576,5
45023743,89879,23355,5
45023762,89879,827,5
45231050,90304,536,5
45231051,90304,524,0
45231052,90304,8393,3
45231060,90304,1387,5
45231061,90304,1386,5
45231062,90304,7457,5
45231092,90304,21796,4
45231213,90304,14239,5
45231214,90304,17616,4
45231215,90304,17618,4
45231217,90304,1096,0
46956794,93315,13098,5
46956795,93315,14804,4
46956800,93315,1352,4
46956805,93315,59116,4
46956806,93315,621,4
46956813,93315,1347,0
46956818,93315,13295,0
46956821,93315,197,4
46956822,93315,13549,0
46956823,93315,1012,5
46956834,93315,7339,0
46972415,93366,39001,5
46972419,93366,1434,5
46972420,93366,99855,4
46972423,93366,16422,5
46972425,93366,1260,5
46972427,93366,25097,5
46972440,93366,827,5
46972445,93366,8042,5
46972446,93366,15429,5
46972448,93366,47050,5
46972452,93366,113933,5
46972477,93366,119595,5
47290575,94013,943,5
47290577,94013,461,5
47290578,94013,858,5
47290579,94013,759,5
47290581,94013,1041,5
47290583,94013,892,5
47290585,94013,536,3
47290587,94013,15356,4
47290592,94013,1211,3
47290595,94013,1233,1
47290614,94013,23316,0
47290646,94013,939,5
47290648,94013,1611,0
47290649,94013,7390,0
48075884,95490,586,5
48075889,95490,15429,3
48075898,95490,821,0
48075937,95490,27910,3
48075940,95490,19990,5
48075941,95490,19989,4
48075942,95490,19988,3
48075945,95490,38819,3
48075950,95490,145670,3
48075967,95490,97160,0
48075968,95490,151489,3
48075969,95490,7220,2
48075980,95490,21022,0
48226350,95800,1041,3
48226351,95800,846,3
48226352,95800,400,3
48226353,95800,1029,3
48226385,95800,1000,5
48226386,95800,997,3
48226408,95800,707,4
48226459,95800,759,4
48226476,95800,16283,5
48226484,95800,7899,4
48401893,96159,613,5
48401894,96159,943,5
48401895,96159,944,5
48401896,96159,938,5
48401897,96159,941,5
48401898,96159,968,5
48401899,96159,1203,3
48401900,96159,862,5
48401903,96159,839,5
48401909,96159,438,5
48401970,96159,13510,5
48519493,96416,111,0
48519530,96416,14960,0
48519553,96416,126,0
48519556,96416,13108,0
48519567,96416,646,0
48519569,96416,1528,0
48519570,96416,17679,0
48519571,96416,862,0
48519572,96416,7333,0
48519573,96416,5834,0
48519576,96416,856,0
48519580,96416,13213,0
49042826,97521,1012,5
49042827,97521,586,5
49042828,97521,858,4
49042833,97521,707,4
49042856,97521,1526,4
49042858,97521,7220,4
49042864,97521,14850,5
49042865,97521,536,5
49042874,97521,51,4
49042881,97521,1456,3
49042890,97521,1000,4
49042891,97521,22433,5
49297602,98028,1000,5
49297603,98028,7492,5
49297604,98028,7518,5
49297605,98028,7506,4
49297606,98028,6175,5
49297607,98028,7487,5
49297608,98028,6691,5
49297615,98028,7465,5
49297628,98028,7476,5
49297644,98028,6763,5
49297672,98028,16136,5
49297688,98028,21918,5
50154259,99914,19905,1
50154298,99914,7503,3
50154641,99914,21809,1
50154686,99914,23824,2
50155320,99914,1473,5
50155352,99914,1116,1
50155820,99914,66,2
50155822,99914,23483,4
50155849,99914,1117,1
50156138,99914,1203,1
50156166,99914,1628,4
50156204,99914,325,1
50205115,100049,944,5
50205133,100049,1123,0
50205135,100049,7170,0
50205151,100049,943,5
50205152,100049,613,5
50205153,100049,941,5
50205154,100049,938,5
50205155,100049,968,5
50205156,100049,939,5
50205158,100049,1473,5
50205194,100049,21711,3
50205210,100049,82857,5
50205231,100049,858,5
51052113,101814,996,4
51052129,101814,19962,4
51052131,101814,7349,5
51052137,101814,220,0
51052143,101814,13295,5
51052146,101814,19885,0
51052154,101814,12951,0
51052181,101814,677,5
51052225,101814,61659,0
51052232,101814,849,0
51461195,102613,524,3
