,user_id,book_id,rating
24910187,49090,23360,5
24910248,49090,27786,5
24910279,49090,1434,5
26543446,52179,1233,5
26543452,52179,1574,5
26543496,52179,17631,0
26543498,52179,1473,5
26543551,52179,17509,0
27902011,54718,7176,5
27902016,54718,7428,4
27902060,54718,165084,4
27902065,54718,16238,5
27902067,54718,1012,5
28167766,55269,5239,5
28167767,55269,5238,0
28167777,55269,7166,5
28167829,55269,7973,5
28167874,55269,1368,0
28467792,55900,1000,3
28467857,55900,994,5
28467858,55900,791,5
28467869,55900,7390,5
28467870,55900,1201,5
28658336,56234,1526,5
28658337,56234,1525,5
28658338,56234,1524,5
28658343,56234,6699,0
28658355,56234,42670,5
31009401,61115,23934,5
31009414,61115,23360,2
31009450,61115,49661,5
31009516,61115,70626,5
31009539,61115,23950,1
31048203,61198,19060,4
31048204,61198,19068,4
31048206,61198,1218,5
31048209,61198,13295,5
31048226,61198,1546,3
32127139,63609,23943,5
32127140,63609,27786,5
32127141,63609,23950,3
32127142,63609,23172,2
32127143,63609,943,4
32127149,63609,23945,0
32250154,63879,153653,5
32250183,63879,27852,5
32250184,63879,27853,5
32250187,63879,14634,0
32250246,63879,1366,0
33723121,66915,7170,5
33723125,66915,1606,5
33723177,66915,547,2
33723202,66915,17190,0
33724135,66915,7173,0
34771751,69054,1599,3
34771805,69054,7991,5
34771842,69054,7225,5
34771905,69054,1473,4
34771920,69054,20413,4
34771928,69054,417,4
35035639,69652,1597,5
35035640,69652,1473,4
35035643,69652,1525,4
35035644,69652,1524,0
35035648,69652,8126,2
35591421,70838,1405,3
35591425,70838,14582,5
35591437,70838,1546,5
35591440,70838,51,3
35591444,70838,1423,5
35591450,70838,1352,4
36222437,72095,1117,5
36222438,72095,1116,5
36222439,72095,892,5
36222440,72095,1201,4
36222567,72095,536,5
37241602,74104,1233,5
37241606,74104,1473,5
37241617,74104,7220,0
37241641,74104,1572,5
37241653,74104,7517,4
37241655,74104,14871,4
37241666,74104,1052,4
37513576,74642,1473,0
37513629,74642,7499,3
37513634,74642,586,4
37513635,74642,7998,3
37513636,74642,1012,5
37513637,74642,14846,5
37513638,74642,8000,3
38235415,75925,1473,5
38235423,75925,1592,4
38235427,75925,1572,4
38235461,75925,1611,5
38235463,75925,7050,5
38235464,75925,7048,0
41164910,81778,23934,3
41164911,81778,21047,3
41165022,81778,7990,4
41165023,81778,7419,4
41165034,81778,70626,0
41323256,82098,786,5
41323257,82098,858,5
41323271,82098,892,5
41323272,82098,1226,5
41323273,82098,438,5
41323274,82098,1201,5
42195258,83954,52662,0
42195259,83954,18850,0
42195260,83954,58137,0
42195314,83954,13322,0
42195316,83954,13318,0
42195353,83954,670,5
42195356,83954,19956,5
42195357,83954,1000,1
42860346,85346,14814,4
42860389,85346,828,5
42860391,85346,7338,5
42860426,85346,16422,5
42860427,85346,8043,3
43622893,86921,7008,4
43622894,86921,5467,5
43622895,86921,1594,3
43622900,86921,1605,2
43622939,86921,8410,3
43622956,86921,759,4
43643409,86964,7048,0
43643412,86964,586,4
43643431,86964,524,4
43643432,86964,1387,5
43643469,86964,1405,0
44573342,88911,20586,0
44573424,88911,772,5
44573425,88911,6360,5
44573427,88911,739,3
44573428,88911,943,4
45694045,91000,16140,5
45694046,91000,16136,5
45694047,91000,1473,4
45694056,91000,6452,5
45694059,91000,21022,3
47385899,94163,23176,0
47385900,94163,23374,0
47385907,94163,23950,5
47385912,94163,23819,0
47385933,94163,23172,0
47517901,94396,858,4
47517903,94396,13411,0
47517905,94396,1067,3
47517907,94396,207,0
47517928,94396,197,0
48663288,96725,1012,0
48663289,96725,7396,0
48663290,96725,7382,0
48663291,96725,1112,0
48663292,96725,7393,0
48663294,96725,7337,0
48712914,96796,1572,4
48712915,96796,1592,5
48712923,96796,6716,3
48712949,96796,18850,4
48712950,96796,56910,0
48712951,96796,16238,0
48997010,97422,786,0
48997023,97422,23360,3
48997024,97422,70626,4
48997035,97422,23176,4
48997049,97422,131537,3
48997051,97422,1123,3
48997076,97422,1434,4
48997097,97422,23153,3
49117221,97653,23164,0
49117236,97653,23172,0
49117237,97653,23175,4
49117245,97653,23361,0
49117257,97653,23830,0
49538971,98610,7506,4
49538978,98610,7047,0
49538979,98610,19341,0
49538980,98610,6917,0
49538982,98610,126,0
49705728,99000,18131,3
49705730,99000,1370,0
49705732,99000,1537,4
49705739,99000,12110,4
49705762,99000,7212,5
50797599,101241,74760,5
50797630,101241,14566,4
50797644,101241,821,0
50797646,101241,999,0
50797654,101241,1312,0
51540477,102806,524,0
51540478,102806,1628,0
51540669,102806,13567,5
51540670,102806,13562,5
51540671,102806,13565,4
51540676,102806,13564,0
51791383,103321,792,4
51791400,103321,14003,2
51791415,103321,909,3
51791470,103321,406,4
51791474,103321,636,3
52555853,104881,1197,0
52555861,104881,29495,4
52555862,104881,1599,4
52555865,104881,1003,3
52555868,104881,1205,4
52555869,104881,7992,4
53589401,106829,23369,0
53589402,106829,23164,4
53589411,106829,49658,0
53589473,106829,23934,5
53589476,106829,23360,4
53868931,107407,24870,5
53868934,107407,23934,3
53868946,107407,23188,0
53868948,107407,23190,3
53869011,107407,24850,3
54156020,107981,7499,0
54156021,107981,8001,0
54156095,107981,968,0
54156155,107981,943,0
54156166,107981,1241,0
54156167,107981,1521,0
54752721,109150,23934,5
54752722,109150,23190,5
54752730,109150,23164,5
54752731,109150,23158,5
54752732,109150,116681,5
54752733,109150,23360,5
54752740,109150,27786,5
55421395,110658,1473,0
55421443,110658,1524,0
55421447,110658,19859,3
55421451,110658,48634,5
55421452,110658,1233,3
55421470,110658,858,5
55435884,110683,332,5
55435886,110683,14318,5
55435902,110683,929,0
55435912,110683,48634,0
55435922,110683,634,0
55435949,110683,12858,0
55504889,110820,167265,5
55504890,110820,23934,2
55504986,110820,461,5
55505000,110820,1434,3
55505001,110820,14061,3
56551542,112930,1572,5
56551543,112930,1592,4
56551545,112930,1473,5
56551546,112930,14871,4
56551553,112930,1537,0
56551561,112930,7973,4
57337227,114656,1000,3
57337285,114656,1203,4
57337286,114656,739,4
57337287,114656,15474,5
57337349,114656,18264,5
57337444,114656,325,5
57469548,114942,1123,0
57469556,114942,858,5
57469910,114942,6853,3
57469911,114942,6852,4
57469912,114942,6851,3
57469946,114942,18850,0
58349247,116757,862,4
58349248,116757,1473,4
58349299,116757,14850,4
58349300,116757,6451,4
58349312,116757,8001,3
58349339,116757,7503,4
58349356,116757,6452,3
58349421,116757,5412,1
59130874,118327,4477,0
59130877,118327,536,5
59130909,118327,7217,0
59130914,118327,1053,0
59130921,118327,7465,0
59395650,118893,1611,3
59395652,118893,1605,5
59395689,118893,5413,3
59395715,118893,1112,0
59395771,118893,7047,5
59437448,119001,20413,0
59437459,119001,1012,5
59437487,119001,1201,4
59437553,119001,837,3
59437589,119001,13452,4
59437621,119001,7391,4
60200546,120533,7170,4
60200551,120533,943,5
60200553,120533,996,5
60200558,120533,997,5
60200559,120533,1000,5
60368585,120910,6452,2
60368586,120910,7490,3
60368646,120910,7071,4
60368649,120910,6338,5
60368706,120910,7475,4
60368711,120910,7474,4
60397127,120975,6701,5
60397137,120975,14318,0
60397140,120975,7048,0
60397141,120975,6700,0
60397161,120975,18662,4
60397162,120975,1200,3
60397164,120975,1000,4
60916863,122065,613,0
60916864,122065,944,0
60916865,122065,943,0
60916866,122065,938,0
60916876,122065,13510,0
61202706,122642,862,3
61202707,122642,858,4
61202708,122642,786,5
61202710,122642,21049,3
61202738,122642,767,0
61202775,122642,1313,0
61377709,122997,12940,0
61377723,122997,1408,5
61377728,122997,255,0
61377745,122997,38819,5
61377773,122997,858,5
61466471,123226,1221,5
61466477,123226,833,5
61466478,123226,834,4
61466479,123226,7899,5
61466480,123226,7898,4
61466481,123226,7897,5
61565336,123442,1012,5
61565339,123442,858,3
61565342,123442,1123,3
61565343,123442,862,3
61565522,123442,741,0
61565525,123442,17224,0
61567212,123451,410,0
61567224,123451,7220,5
61567225,123451,15477,5
61567280,123451,524,5
61567302,123451,1526,5
61567503,123451,1524,0
61596951,123533,7232,3
61596967,123533,1326,5
61597048,123533,768,0
61597065,123533,365,4
61597067,123533,15089,0
61768298,123921,23175,5
61768302,123921,49479,5
61768303,123921,70626,5
61768305,123921,27786,5
61768311,123921,49430,5
61989636,124314,1405,0
61989637,124314,7981,0
61989667,124314,23172,0
61989668,124314,23374,4
61989670,124314,27786,5
61989671,124314,23819,4
61989674,124314,23950,5
62129180,124627,996,0
62129182,124627,8427,4
62129183,124627,536,3
62129185,124627,6960,3
62129188,124627,862,3
62129189,124627,943,2
66142086,132714,1473,4
66142087,132714,1605,5
66142088,132714,1604,5
66142089,132714,1603,3
66142092,132714,862,4
66727736,133917,1572,5
66727738,133917,1473,5
66727767,133917,1605,0
66727772,133917,7374,5
66727862,133917,1386,0
66987126,134467,26421,5
66987172,134467,7222,0
66987186,134467,786,5
66987187,134467,858,5
66987188,134467,1218,5
66987189,134467,7057,5
66987191,134467,1112,5
66987192,134467,7000,5
67212569,134907,4469,5
67212607,134907,13429,5
67212623,134907,1016,4
67212630,134907,7989,5
67212706,134907,197,0
67212718,134907,1540,0
67504492,135521,858,3
67504493,135521,7170,3
67504494,135521,821,3
67504495,135521,862,4
67504496,135521,839,5
68423046,137455,1471,5
68423051,137455,1405,5
68423058,137455,1606,0
68423076,137455,13219,0
68423080,137455,1067,4
68423111,137455,677,0
68863233,138479,1012,5
68863237,138479,1123,0
68863355,138479,1233,4
68863368,138479,1473,5
68863410,138479,1572,0
68903235,138565,1473,4
68903236,138565,943,5
68903237,138565,7492,3
68903241,138565,1471,4
68903242,138565,786,4
68903315,138565,1313,5
68903330,138565,12851,4
69657762,140114,7237,5
69657763,140114,7222,5
69657764,140114,7473,5
69657797,140114,1574,5
69657808,140114,772,5
69737133,140261,909,0
69737136,140261,1004,3
69737188,140261,1605,0
69737216,140261,999,0
69737221,140261,839,0
69737231,140261,7431,0
69812689,140452,1012,2
69812690,140452,461,5
69812691,140452,1605,3
69812692,140452,536,4
69812694,140452,858,2
69812696,140452,759,5
70816898,142489,1201,3
70816899,142489,553,4
70816900,142489,460,3
70816901,142489,586,4
70816902,142489,7432,3
70816920,142489,12982,0
70933089,142706,7398,5
70933129,142706,7008,5
70933131,142706,5466,5
70933132,142706,5465,0
70933181,142706,29336,4
70933182,142706,7110,4
70933183,142706,1123,5
72839255,146442,1012,5
72839327,146442,13333,4
72839339,146442,1123,4
72839340,146442,7396,5
72839355,146442,7981,0
72900245,146556,7518,5
72900246,146556,5803,5
72900249,146556,7499,5
72900250,146556,6969,5
72900253,146556,23815,5
72995589,146777,151489,5
72995590,146777,27909,5
72995601,146777,35725,5
72995603,146777,234117,5
72995605,146777,586,5
73956877,148772,23190,4
73956878,148772,144335,5
73957011,148772,24870,1
73957018,148772,207280,0
73957026,148772,23934,5
74274550,149458,35053,0
74274575,149458,786,0
74274715,149458,7457,0
74274721,149458,547,0
74274729,149458,14599,0
74640344,150228,18647,4
74640348,150228,19559,4
74640402,150228,19534,4
74640403,150228,19533,5
74640404,150228,1473,5
75449888,151848,1003,3
75449890,151848,1203,3
75449891,151848,833,3
75449892,151848,586,3
75449893,151848,1000,4
75449894,151848,1226,4
75449903,151848,1614,4
76287692,153519,255,4
76287693,153519,12940,4
76287695,153519,7212,0
76287702,153519,1067,5
76287711,153519,13337,3
76287727,153519,7685,0
76287757,153519,21796,0
76287785,153519,1511,0
77705219,156250,18850,4
77705220,156250,52662,4
77705221,156250,536,5
77705222,156250,58137,4
77705226,156250,1387,5
78843702,158687,23846,0
78843735,158687,23374,5
78843736,158687,27722,5
78843777,158687,91898,0
78843874,158687,167265,5
80091987,161294,8460,5
80092058,161294,1628,5
80092059,161294,524,5
80092077,161294,443,5
80092078,161294,856,5
85373105,172094,70626,5
85373106,172094,49479,5
85373115,172094,27786,5
85373162,172094,23175,5
85373164,172094,49430,5
85385264,172121,443,5
85385355,172121,906,0
85385400,172121,996,0
85385450,172121,8142,0
85385999,172121,17601,0
86340857,173995,25754,5
86340894,173995,7968,5
86340895,173995,1283,0
86340896,173995,1611,0
86340899,173995,7421,0
86340903,173995,8001,0
86668159,174721,943,5
86668160,174721,1000,3
86668161,174721,536,5
86668162,174721,997,5
86668163,174721,858,4
86668164,174721,839,5
86668165,174721,1528,5
87200349,175874,23934,3
87200351,175874,70626,0
87200370,175874,23360,3
87200380,175874,23912,5
87200381,175874,23164,5
87200391,175874,23176,0
87206528,175887,536,5
87206530,175887,6206,5
87206531,175887,1387,5
87206532,175887,297,5
87206537,175887,16422,5
87813072,177290,943,5
87813073,177290,968,5
87813075,177290,938,5
87813076,177290,939,5
87813077,177290,944,5
87813078,177290,613,5
87813079,177290,7212,5
88227226,178157,24870,5
88227256,178157,24850,0
88227326,178157,23842,5
88227327,178157,23934,2
88227328,178157,23190,3
89354936,180743,13099,3
89354940,180743,460,5
89354945,180743,1313,5
89354962,180743,12758,0
89355014,180743,8410,5
91538917,185529,1117,0
91539015,185529,1125,0
91539026,185529,1211,0
91539031,185529,461,2
91539035,185529,8015,0
91600146,185668,317,4
91600180,185668,25097,5
91600186,185668,116331,0
91600198,185668,786,5
91600222,185668,38875,3
92119405,186802,739,5
92119417,186802,13452,3
92119425,186802,7376,2
92119431,186802,670,4
92119432,186802,943,5
92119477,186802,742,5
92723328,188090,1473,4
92723330,188090,30032,5
92723338,188090,586,5
92723342,188090,1003,4
92723349,188090,8042,4
92723556,188090,943,5
94356238,191514,943,0
94356304,191514,15272,5
94356328,191514,7208,0
94356329,191514,1508,0
94356331,191514,968,0
94356352,191514,1511,0
94356353,191514,1545,0
97019088,196935,21019,0
97019115,196935,119,5
97019116,196935,284,5
97019117,196935,23653,5
97019119,196935,534,4
97019120,196935,512,4
97356899,197581,49633,4
97356902,197581,23934,3
97356903,197581,91898,3
97356906,197581,23945,5
97356913,197581,1434,5
98242676,199282,586,3
98242681,199282,461,3
98242683,199282,739,4
98242684,199282,8043,4
98242705,199282,1456,4
98345117,199552,42643,5
98345119,199552,613,5
98345120,199552,938,5
98345121,199552,944,4
98345122,199552,968,4
98345123,199552,939,5
98624075,200077,15467,5
98624077,200077,14507,4
98624078,200077,20586,5
98624079,200077,20613,5
98624081,200077,1294,4
99951536,202780,536,0
99951537,202780,1386,5
99951539,202780,1605,4
99951540,202780,1604,4
99951552,202780,1574,0
99951628,202780,1473,4
100502818,204022,6701,5
100502819,204022,6700,5
100502820,204022,6699,5
100502821,204022,1526,5
100502822,204022,1525,5
100502823,204022,1524,5
100502824,204022,739,5
100540478,204128,19557,0
100540485,204128,14871,0
100540497,204128,786,0
100540648,204128,7298,0
100540667,204128,12110,0
102008690,207363,1473,5
102008703,207363,14568,0
102008719,207363,1004,0
102008721,207363,7173,0
102008748,207363,8001,0
103495334,210700,586,5
103495347,210700,792,5
103495348,210700,14061,3
103495352,210700,59641,5
103495580,210700,7976,0
105218530,214314,151978,3
105218531,214314,27909,4
105218532,214314,156893,3
105218533,214314,35725,3
105218534,214314,35146,4
105218536,214314,151489,3
105611432,215170,828,5
105611435,215170,943,5
105611437,215170,460,3
105611440,215170,7344,5
105611441,215170,19072,5
105611442,215170,12977,5
106726221,217675,108763,4
106726237,217675,13099,3
106726248,217675,1473,3
106726277,217675,23819,5
106726286,217675,23934,5
107168366,218625,116615,3
107168518,218625,59931,3
107168737,218625,23819,3
107168796,218625,70626,4
107168824,218625,13099,5
107642549,219602,553,4
107642550,219602,1009,4
107642551,219602,1186,4
107642553,219602,3640,4
107642556,219602,1000,4
107642558,219602,7135,4
107642581,219602,7517,3
107694007,219708,943,5
107694018,219708,609,5
107694025,219708,1473,5
107694028,219708,14804,5
107694040,219708,14871,5
109037314,222651,24870,5
109037315,222651,24850,4
109037316,222651,24869,5
109037445,222651,23934,5
109037482,222651,24886,5
109037483,222651,23190,4
109037486,222651,23158,5
109037488,222651,23188,5
109974399,224610,586,4
109974411,224610,1012,0
109974438,224610,786,4
109974449,224610,1000,3
109974603,224610,772,4
111541189,228020,1000,5
111541190,228020,1012,4
111541191,228020,7220,5
111541192,228020,1203,3
111541193,228020,1003,4
111544778,228034,1574,5
111544779,228034,1473,5
111544780,228034,1572,0
111544781,228034,7998,0
111544783,228034,1233,5
111544789,228034,1611,5
111544790,228034,8001,0
111544791,228034,772,0
112045004,229069,12971,0
112045006,229069,772,0
112045008,229069,19990,0
112045069,229069,19989,0
112045070,229069,19988,0
112045131,229069,767,0
112461439,230075,786,5
112461441,230075,858,4
112461442,230075,1606,3
112461443,230075,892,4
112461622,230075,1387,0
112549150,230237,536,4
112549155,230237,1003,3
112549158,230237,19073,4
112549166,230237,1605,3
112549170,230237,1233,5
112549182,230237,7008,4
112549218,230237,1473,5
112690473,230544,943,5
112690477,230544,7972,5
112690579,230544,7390,5
112690597,230544,1456,5
112690825,230544,7050,5
112759589,230674,938,5
112759590,230674,968,5
112759591,230674,941,5
112759593,230674,13547,5
112759594,230674,586,4
112940748,231097,151489,3
112940749,231097,19990,5
112940750,231097,19989,4
112940751,231097,19988,4
112940855,231097,21019,0
113034501,231292,1611,2
113034503,231292,6914,4
113034504,231292,7459,2
113034505,231292,4477,5
113034509,231292,6971,3
113536366,232307,1572,0
113536372,232307,1605,4
113536376,232307,1604,3
113536377,232307,1603,0
113536390,232307,7998,0
113688271,232619,17709,0
113688274,232619,8426,0
113688289,232619,17591,0
113688294,232619,17131,0
113688337,232619,586,5
113688350,232619,7981,0
113688357,232619,18742,0
114767596,234883,20586,5
114767597,234883,792,5
114767612,234883,14045,5
114767616,234883,20759,5
114767622,234883,31966,5
115067324,235397,23819,0
115067416,235397,553,3
115067417,235397,17190,4
115067418,235397,7432,5
115067424,235397,739,5
116431035,238289,1543,4
116431064,238289,7992,5
116431067,238289,1233,5
116431093,238289,13190,5
116431095,238289,7170,5
116431123,238289,7212,0
116431125,238289,1504,0
116729081,238927,6701,3
116729087,238927,1012,0
116729091,238927,27908,0
116729115,238927,6700,0
116729128,238927,35146,4
116729129,238927,27909,2
117015894,239512,1000,5
117015896,239512,7487,5
117015897,239512,7518,5
117015898,239512,12873,5
117015899,239512,12867,5
117015900,239512,7504,5
117436725,240408,1201,4
117436726,240408,7432,4
117436727,240408,17543,4
117436728,240408,742,4
117436762,240408,1555,4
117673352,240848,7475,5
117673353,240848,7490,5
117673358,240848,1611,5
117673359,240848,138,5
117673360,240848,232,5
118228511,242091,586,3
118228567,242091,14546,2
118228568,242091,15090,4
118228575,242091,1521,4
118228580,242091,23945,4
119459970,244712,1012,0
119459984,244712,18738,0
119459987,244712,1545,0
119460049,244712,1283,0
119460064,244712,786,0
119656582,245191,1008,4
119656583,245191,8410,4
119656603,245191,5235,2
119656608,245191,1545,4
119656622,245191,759,4
119901174,245747,1000,0
119901176,245747,6230,5
119901181,245747,6164,4
119901187,245747,4477,0
119901196,245747,7518,5
120194476,246432,786,5
120194480,246432,14707,0
120194482,246432,1203,4
120194483,246432,943,5
120194484,246432,14634,5
120194485,246432,14061,3
122551394,251621,14057,0
122551453,251621,13381,5
122551454,251621,553,5
122551455,251621,8142,5
122551456,251621,295,5
124280731,255398,670,5
124280732,255398,3640,4
124280771,255398,297,5
124280832,255398,459,5
124280863,255398,20612,4
124886524,256606,197,5
124886525,256606,786,5
124886526,256606,1543,0
124886537,256606,1473,5
124886542,256606,1572,4
124886557,256606,1233,4
125730188,258344,8426,5
125730190,258344,7457,5
125730191,258344,20824,5
125730193,258344,7978,5
125730209,258344,7325,5
125934317,258759,7057,5
125934318,258759,19341,5
125934319,258759,7464,5
125934321,258759,6917,5
125934322,258759,2787,5
125934323,258759,2403,5
126365269,259636,19503,0
126365271,259636,786,5
126365273,259636,1473,5
126365274,259636,1605,5
126365282,259636,1604,5
126365283,259636,23607,4
126834290,260626,1000,5
126834292,260626,19905,5
126834348,260626,7499,0
126834349,260626,26421,0
126834386,260626,1116,5
127291952,261624,786,5
127291953,261624,821,4
127291954,261624,943,5
127291955,261624,1000,5
127291956,261624,1611,5
127526454,262055,862,3
127526455,262055,1202,3
127526458,262055,828,4
127526463,262055,3640,4
127526464,262055,15258,5
127526467,262055,1000,2
127526469,262055,7135,4
127881291,262893,536,4
127881303,262893,27906,4
127881305,262893,1473,5
127881313,262893,1572,5
127881433,262893,12982,0
127881434,262893,31966,0
128956364,265270,1226,4
128956366,265270,1003,5
128956367,265270,14804,5
128956368,265270,941,5
128956374,265270,8426,5
128956380,265270,614,5
129097869,265540,1526,5
129097870,265540,7220,4
129097871,265540,1473,3
129097872,265540,1572,5
129097873,265540,18696,4
129255672,265897,19532,5
129255674,265897,80,5
129255809,265897,786,5
129255818,265897,1605,5
129255819,265897,7955,0
129391749,266213,1606,4
129391763,266213,1273,0
129391852,266213,786,5
129391853,266213,862,4
129391854,266213,759,3
129391855,266213,443,4
129517500,266473,7220,4
129517505,266473,7180,3
129517507,266473,1572,4
129517512,266473,16140,3
129517597,266473,7008,3
129765941,267052,1313,5
129765957,267052,8000,1
129765962,267052,29063,4
129765968,267052,19559,2
129766010,267052,1312,0
129963570,267519,25032,5
129963571,267519,19587,5
129963572,267519,77765,5
129963573,267519,41207,5
129963574,267519,35746,3
129963575,267519,101056,3
129963576,267519,60155,4
130018129,267640,10091,2
130018146,267640,1526,3
130018147,267640,1525,0
130018152,267640,20001,0
130018197,267640,461,5
130018257,267640,18724,3
130425512,268477,1233,3
130425516,268477,1473,5
130425518,268477,821,5
130425714,268477,23375,4
130425715,268477,1313,5
131566561,270910,19990,0
131566641,270910,14706,5
131566669,270910,1004,4
131566670,270910,12940,3
131566671,270910,13410,4
131566682,270910,7998,0
131566683,270910,14611,0
132250825,272445,14671,2
132250829,272445,8042,4
132250848,272445,1537,5
132250850,272445,13350,4
132250868,272445,1241,0
132770637,273551,879,0
132770746,273551,821,4
132771640,273551,1391,4
132771804,273551,17305,5
132772040,273551,996,0
132845617,273709,536,5
132845619,273709,1473,5
132845620,273709,1000,5
132845621,273709,16285,5
132845624,273709,20978,5
132857759,273722,7360,5
132857760,273722,8126,5
132857761,273722,739,5
132857768,273722,862,4
132857778,273722,1606,0
132857779,273722,7431,5
132955370,273952,1009,5
132955371,273952,1065,5
132955379,273952,7685,3
132955381,273952,7220,4
132955382,273952,13429,5
132955388,273952,837,5
133516073,275174,536,5
133516074,275174,1605,5
133516075,275174,7476,5
133516080,275174,1574,4
133516088,275174,7237,5
133636453,275447,586,5
133636456,275447,1494,5
133636457,275447,7173,5
133636459,275447,17601,4
133636461,275447,8043,5
133636462,275447,48634,3
133636463,275447,1125,5
133881774,275924,18647,4
133881775,275924,8000,5
133881791,275924,8001,5
133881792,275924,23815,4
133881800,275924,1313,5
133881801,275924,13353,5
134531561,277350,21043,4
134531563,277350,461,0
134531565,277350,757,4
134531566,277350,19074,0
134531634,277350,1012,0
134556735,277403,66,0
134556736,277403,1117,0
134556738,277403,4477,4
134556741,277403,536,5
134556742,277403,1387,5
134556743,277403,1386,5
134627233,277567,14859,4
134627237,277567,197,4
134627239,277567,1313,0
134627253,277567,10232,0
134627271,277567,7219,0
134627293,277567,18634,4
134627324,277567,13550,3
134819019,278026,5422,4
134819020,278026,5239,4
134819023,278026,786,0
134819026,278026,1545,4
134819051,278026,2513,5
134819102,278026,5238,4
134819119,278026,2512,4
134933485,278314,7476,4
134933486,278314,18647,5
134933488,278314,5239,5
134933492,278314,7469,2
134933494,278314,5422,4
134933503,278314,6480,0
137207316,282841,943,5
137207317,282841,996,5
137207334,282841,126,5
137207338,282841,12858,5
137207343,282841,12962,5
137252874,282947,536,5
137252877,282947,943,5
137252878,282947,1003,5
137252880,282947,7998,5
137252881,282947,1473,5
137253045,282947,16825,3
137359078,283235,14839,5
137359081,283235,1000,5
137359082,283235,1116,5
137359083,283235,66,5
137359084,283235,1117,5
137480101,283487,1283,4
137480102,283487,1368,5
137480103,283487,7973,0
137480106,283487,1271,4
137480112,283487,7968,0
137480122,283487,773,0
139372865,287551,12923,0
139372889,287551,407,0
139372917,287551,677,5
139372920,287551,848,4
139372924,287551,7333,0
140869827,290630,1065,5
140869897,290630,66,4
140869898,290630,1117,5
140869899,290630,1003,4
140869902,290630,1125,4
141158420,291196,619,5
141158428,291196,552,0
141158438,291196,369,0
141158460,291196,284,5
141158522,291196,7978,4
141184806,291246,1203,4
141184825,291246,855,2
141184827,291246,536,4
141184852,291246,23350,5
141184853,291246,24428,5
141309728,291522,1123,5
141309733,291522,13549,3
141309746,291522,1602,4
141309828,291522,13098,5
141309829,291522,20631,5
141329784,291551,943,5
141329785,291551,968,5
141329786,291551,941,5
141329787,291551,938,5
141329788,291551,939,5
141329789,291551,944,5
141329790,291551,613,5
142274976,293538,27909,4
142274977,293538,151489,3
142274978,293538,35725,4
142274979,293538,27910,4
142275003,293538,14061,5
142275060,293538,234117,3
143251677,295656,943,5
143251678,295656,1041,2
143251680,295656,941,5
143251681,295656,19456,5
143251682,295656,536,4
143251683,295656,5467,5
143571888,296319,862,5
143571889,296319,461,5
143571890,296319,786,5
143571891,296319,858,5
143571892,296319,828,3
144334002,298006,7197,4
144334012,298006,7990,4
144334017,298006,7431,4
144334024,298006,862,3
144334056,298006,317,5
144334057,298006,232,4
145000848,299346,7008,3
145000854,299346,14568,2
145000857,299346,18647,0
145001079,299346,197,0
145001312,299346,12758,0
145502060,300453,255,0
145502066,300453,7992,0
145502247,300453,1000,0
145502248,300453,1116,0
145502249,300453,66,0
145502250,300453,1117,0
145698756,300886,6230,0
145698758,300886,7452,0
145698776,300886,703,0
145698834,300886,6970,0
145698850,300886,1473,0
145738186,300969,1000,4
145738187,300969,1605,3
145738188,300969,1526,5
145738189,300969,6452,5
145738190,300969,6700,5
145738245,300969,7518,4
