,book_id,title,format,authors,size,publicationYear,genres
45748,6461.0,"The Darkest Minds (The Darkest Minds, #1)",Hardcover,2973783,488,2012,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
45885,8427.0,"Jurassic Park (Jurassic Park, #1)",Mass Market Paperback,5194,480,2006,"fiction,mystery,thriller,crime,fantasy,paranormal,young-adult"
46103,20536.0,Uncle Tom's Cabin,Paperback,26242,438,1999,"fiction,history,historical fiction,biography,young-adult,children"
46610,12971.0,"The Eye of the World (Wheel of Time, #1)",Mass Market Paperback,6252,814,1990,"fantasy,paranormal,fiction,young-adult"
47414,46978.0,The Man in the Brown Suit,Paperback,123715,381,2002,"mystery,thriller,crime,fiction,romance,history,historical fiction,biography"
49439,6362.0,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",Paperback,346732,663,2001,"fantasy,paranormal,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
50722,18634.0,"Maybe Someday (Maybe, #1)",Kindle Edition,5430144,385,2014,"romance,young-adult,fiction"
52645,1053.0,"Bridget Jones's Diary (Bridget Jones, #1)",Paperback,3090,288,1999,"fiction,romance"
55410,14868.0,Change of Heart,Hardcover,7128,448,2008,"fiction,mystery,thriller,crime,romance,young-adult"
57386,488.0,Drive: The Surprising Truth About What Motivates Us,Hardcover,96150,242,2009,non-fiction
57406,7403.0,Who's Afraid of Virginia Woolf?,Paperback,9322,272,2006,"fiction,poetry,romance"
58876,7374.0,Batman: The Killing Joke,Paperback,"3961,55409,61388",50,1995,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime"
64657,7504.0,"Finale (Hush, Hush, #4)",Hardcover,2876763,454,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
67318,14582.0,My Life on the Road,Hardcover,57108,276,2015,"non-fiction,history,historical fiction,biography"
68805,27847.0,Living History,Paperback,2778471,567,2004,"non-fiction,history,historical fiction,biography,comics,graphic"
70774,17709.0,Beyond Good and Evil,Paperback,"1938,47586,12398",240,2003,"non-fiction,fiction,history,historical fiction,biography"
78194,855.0,"The Big Sleep (Philip Marlowe, #1)",Paperback,1377,231,1988,"mystery,thriller,crime,fiction,history,historical fiction,biography"
87333,36132.0,Chronicle of a Death Foretold,Paperback,"13450,50060",120,2003,"fiction,mystery,thriller,crime,history,historical fiction,biography,romance,fantasy,paranormal"
92331,182.0,"Saga, Vol. 1 (Saga, #1)",Paperback,"24514,304633",160,2012,"comics,graphic,fantasy,paranormal,fiction,romance"
92336,6990.0,"Life As We Knew It (Last Survivors, #1)",Paperback,1318,337,2006,"young-adult,fiction,fantasy,paranormal"
95062,6969.0,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Hardcover,324620,422,2011,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
95777,703.0,"The Amber Spyglass (His Dark Materials, #3)",Mass Market Paperback,3618,467,2003,"fantasy,paranormal,young-adult,fiction,children,romance"
103618,48651.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",Hardcover,15872,381,2009,"fantasy,paranormal,young-adult,fiction,children,romance"
108541,165084.0,On the Origin of Species,Hardcover,12793,616,2008,"non-fiction,history,historical fiction,biography,fiction"
111672,13411.0,Tess of the D'Urbervilles,Paperback,"15905,261798,134559",518,2003,"fiction,romance,history,historical fiction,biography"
111674,16853.0,"The Surgeon (Rizzoli & Isles, #1)",Paperback,18149,416,2005,"mystery,thriller,crime,fiction,romance"
112531,7459.0,"Vampire Academy (Vampire Academy, #1)",Paperback,137902,332,2013,"fantasy,paranormal,young-adult,fiction,romance"
113083,10026.0,Adultery,Hardcover,566,272,2014,"fiction,romance"
115903,6230.0,"Frostbite (Vampire Academy, #2)",Paperback,137902,327,2008,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
120341,16238.0,The Phantom of the Opera,Paperback,"9057,1319502",360,1987,"fiction,romance,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal"
121634,17585.0,Sputnik Sweetheart,Paperback,"3354,403782",229,2002,"fiction,romance,mystery,thriller,crime,fantasy,paranormal"
121643,6360.0,"A Dance with Dragons (A Song of Ice and Fire, #5)",Kindle Edition,346732,1125,2011,"fantasy,paranormal,fiction,history,historical fiction,biography"
127953,29336.0,Robinson Crusoe,Paperback,"2007,3162937,6765",320,2001,"fiction,history,historical fiction,biography,young-adult,children,fantasy,paranormal"
128383,387.0,The Power of Habit: Why We Do What We Do in Life and Business,Hardcover,5201530,286,2012,non-fiction
128926,427.0,"A Clash of Kings  (A Song of Ice and Fire, #2)",Paperback,346732,761,2002,"fantasy,paranormal,fiction,history,historical fiction,biography"
131456,1386.0,"Mockingjay (The Hunger Games, #3)",Hardcover,153394,392,2010,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
133455,39432.0,India After Gandhi: The History of the World's Largest Democracy,Hardcover,67629,912,2007,"non-fiction,history,historical fiction,biography,fiction"
133647,13025.0,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Paperback,"5365396,3014566",193,2012,"comics,graphic,fantasy,paranormal,fiction,young-adult,mystery,thriller,crime"
140420,14687.0,A Fine Balance,Paperback,3539,603,2001,"fiction,history,historical fiction,biography"
141386,7356.0,To the Lighthouse,Paperback,6765,209,1989,"fiction,history,historical fiction,biography"
144054,48419.0,The Railway Children,Paperback,7935185,188,2000,"children,fiction,young-adult,history,historical fiction,biography,fantasy,paranormal"
145458,14960.0,A Monster Calls,Hardcover,"370361,3911856,80760",216,2011,"fantasy,paranormal,fiction,young-adult,children,comics,graphic,mystery,thriller,crime"
146570,28758.0,The Autobiography of Benjamin Franklin,Paperback,"289513,63906",160,2004,"history,historical fiction,biography,non-fiction,comics,graphic,fiction"
146905,7465.0,"Perfect Chemistry (Perfect Chemistry, #1)",Hardcover,274533,368,2008,"romance,young-adult,fiction,mystery,thriller,crime"
148640,929.0,Snow Crash,Audio CD,545,470,2000,"fiction,fantasy,paranormal,mystery,thriller,crime"
148897,13330.0,"Living Dead in Dallas (Sookie Stackhouse, #2)",Mass Market Paperback,17061,291,2004,"fantasy,paranormal,fiction,romance,mystery,thriller,crime,young-adult"
149393,684.0,Neverwhere,Paperback,1221698,300,2003,"fantasy,paranormal,fiction,young-adult,mystery,thriller,crime"
149466,1313.0,"Me Before You (Me Before You, #1)",Hardcover,281810,369,2012,"romance,fiction"
150208,234147.0,You Can Win: A Step by Step Tool for Top Achievers,Paperback,132676,290,2010,non-fiction
154994,70867.0,لماذا من حولك أغبياء؟,Paperback,1446295,271,2007,non-fiction
162248,42643.0,The Bluest Eye,Paperback,3534,216,2005,"fiction,history,historical fiction,biography,young-adult"
163068,13546.0,"The Devil Wears Prada (The Devil Wears Prada, #1)",Paperback,3490,432,2006,"fiction,romance,young-adult"
164853,23943.0,1919,Paperback,1633682,446,2014,"history,historical fiction,biography,fiction"
171438,7475.0,"Unravel Me (Shatter Me, #2)",Hardcover,4637539,461,2013,"fantasy,paranormal,fiction,young-adult,romance"
173475,14871.0,"Will Grayson, Will Grayson",Hardcover,"1406384,11664",310,2010,"young-adult,fiction,romance"
174559,6789.0,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",Hardcover,3780,405,2007,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime,children"
178212,6965.0,"I Am Number Four (Lorien Legacies, #1)",Hardcover,3380908,440,2010,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
180292,20613.0,What the Dog Saw and Other Adventures,Hardcover,1439,444,2009,"non-fiction,fiction,history,historical fiction,biography"
185415,1197.0,Love in the Time of Cholera,Paperback,"13450,2599",348,2003,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
185416,13412.0,The Unbearable Lightness of Being,Paperback,"6343,66349",320,2009,"fiction,romance,history,historical fiction,biography"
186421,24504.0,A Room of One's Own,Mass Market Paperback,6765,112,2002,"non-fiction,fiction,history,historical fiction,biography"
186485,7518.0,"Fallen (Fallen, #1)",Hardcover,2905297,452,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
187505,19909.0,Harry Potter: Film Wizardry,Hardcover,4941,160,2010,"fantasy,paranormal,non-fiction,young-adult,fiction,children"
190610,8000.0,Fangirl,Kindle Edition,4208569,481,2013,"young-adult,romance,fiction"
200235,17305.0,"The Complete Maus (Maus, #1-2)",Paperback,5117,296,2003,"non-fiction,fiction,history,historical fiction,biography,comics,graphic,young-adult"
200237,8387.0,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Paperback,5117,136,1992,"comics,graphic,non-fiction,history,historical fiction,biography,fiction,young-adult"
200238,8464.0,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Hardcover,5117,159,1991,"comics,graphic,history,historical fiction,biography,non-fiction,fiction,young-adult"
201020,23354.0,تاكسي: حواديت المشاوير,Paperback,"953641,3158133",224,2009,"non-fiction,fiction,history,historical fiction,biography,comics,graphic"
201453,6206.0,"The 5th Wave (The 5th Wave, #1)",Hardcover,3377941,457,2013,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
202375,7323.0,A Streetcar Named Desire,Paperback,7751,107,1952,"fiction,romance,history,historical fiction,biography"
202900,29015.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,ebook,15815787,224,2016,non-fiction
202925,74760.0,All About Love: New Visions,Hardcover,10697,240,1999,"non-fiction,romance"
202991,1123.0,Wuthering Heights,Paperback,"4191,183563",464,2002,"romance,fiction,history,historical fiction,biography"
206904,6480.0,"The Fiery Heart (Bloodlines, #4)",Hardcover,137902,420,2013,"young-adult,fantasy,paranormal,romance,fiction"
212201,13099.0,The Stranger,Paperback,"957894,5744,4065222,6904185",123,1989,"fiction,mystery,thriller,crime"
212291,48634.0,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Mass Market Paperback,38301,460,1989,"non-fiction,history,historical fiction,biography,fiction,comics,graphic,mystery,thriller,crime"
214408,6295.0,"The Awakening (Darkest Powers, #2)",Hardcover,7581,360,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
217910,1588.0,"The Passage (The Passage, #1)",Hardcover,45315,766,2010,"fiction,fantasy,paranormal,mystery,thriller,crime"
218550,17270.0,"The Blade Itself (The First Law, #1)",Paperback,276660,517,2007,"fantasy,paranormal,fiction"
225695,13410.0,James and the Giant Peach,Hardcover,"4273,146",146,2002,"children,fantasy,paranormal,fiction,young-adult"
228918,23842.0,المرحوم,Paperback,2838886,362,2013,"fiction,mystery,thriller,crime,fantasy,paranormal"
230846,1420.0,"Persepolis: The Story of a Childhood (Persepolis, #1)",Paperback,"6238,3043169",153,2004,"comics,graphic,non-fiction,history,historical fiction,biography,young-adult,fiction"
235674,17217.0,Haunted,Paperback,2546,419,2006,"fiction,mystery,thriller,crime,fantasy,paranormal"
236601,49661.0,ألواح ودسر,Paperback,1112683,392,2009,"fiction,fantasy,paranormal"
236937,16254.0,Are You My Mother?,Paperback,13898,64,1962,"children,fiction,fantasy,paranormal,young-adult"
237246,14054.0,The Intelligent Investor,Paperback,"755,61831,756",640,2006,non-fiction
237487,1069.0,The Lowland,Hardcover,3670,340,2013,"fiction,history,historical fiction,biography"
239277,57961.0,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",Paperback,"4698899,1945379",192,2005,"comics,graphic,fiction,young-adult,fantasy,paranormal,mystery,thriller,crime,romance"
242223,1614.0,"A Discovery of Witches (All Souls Trilogy, #1)",Hardcover,3849415,579,2011,"fantasy,paranormal,fiction,romance,history,historical fiction,biography,mystery,thriller,crime,young-adult"
242533,16125.0,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",Paperback,50873,492,2007,"fantasy,paranormal,romance,fiction,young-adult,mystery,thriller,crime"
247290,47125.0,Bleak House,Paperback,"239579,227267,3128534",1017,2006,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
248711,17224.0,"A Wild Sheep Chase (The Rat, #3)",Paperback,"3354,323598",353,2002,"fantasy,paranormal,fiction"
248719,17631.0,Norwegian Wood,Paperback,"3354,7306",296,2000,"romance,fiction,young-adult,fantasy,paranormal"
249173,18933.0,Remember Me?,Hardcover,6160,352,2008,"romance,fiction,young-adult"
249783,18151.0,Sapiens: A Brief History of Humankind,Paperback,395812,443,2014,"non-fiction,history,historical fiction,biography"
250729,1340.0,god is Not Great: How Religion Poisons Everything,Hardcover,3956,307,2007,"non-fiction,history,historical fiction,biography"
251859,1012.0,Pride and Prejudice,Paperback,"1265,3500,16378912,14532,1244,13771732,15258855,6765",279,2000,"fiction,romance,history,historical fiction,biography,young-adult"
260240,7429.0,Howl and Other Poems,Hardcover,"4261,15435",56,2001,"poetry,fiction,non-fiction"
260241,14318.0,"Howl's Moving Castle (Howl's Moving Castle, #1)",Mass Market Paperback,4260,329,2001,"fantasy,paranormal,young-adult,fiction,romance,children,mystery,thriller,crime"
261501,864.0,Sophie's World,Paperback,"1388082,5008438",403,1995,"fiction,children,non-fiction,young-adult,history,historical fiction,biography,romance,fantasy,paranormal"
261509,14823.0,The Virgin Suicides,Paperback,1467,250,2002,"fiction,young-adult,history,historical fiction,biography,romance"
264849,17415.0,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",Hardcover,"1069006,25523",248,2006,"young-adult,children,fiction,fantasy,paranormal"
268132,1508.0,A Man Called Ove,Hardcover,"6485178,3363844",337,2014,fiction
268612,21898.0,"Eldest (The Inheritance Cycle, #2)",Paperback,8349,704,2007,"young-adult,fantasy,paranormal,fiction,children,romance"
269097,21422.0,Mrs. Dalloway,Hardcover,"6765,26993",194,2002,"fiction,history,historical fiction,biography,romance"
269112,77157.0,"Murder on the Orient Express (Hercule Poirot, #10)",Paperback,123715,274,2007,"mystery,thriller,crime,fiction,history,historical fiction,biography"
270236,19956.0,"The Lost Colony (Artemis Fowl, #5)",Hardcover,10896,385,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
276369,15272.0,The Vagina Monologues,Paperback,"60609,57108",185,2001,"non-fiction,fiction,poetry,history,historical fiction,biography"
276631,16297.0,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Hardcover,56224,284,2006,"young-adult,romance,mystery,thriller,crime,fiction,fantasy,paranormal"
277619,15267.0,Mystic River,Paperback,10289,416,2001,"mystery,thriller,crime,fiction"
281178,1526.0,"Fifty Shades of Grey (Fifty Shades, #1)",ebook,4725841,356,2011,"romance,fiction,young-adult"
282347,29924.0,Ariel,Paperback,4379,105,1999,"poetry,fiction,non-fiction"
286585,14664.0,Purple Hibiscus,Paperback,11291,307,2005,"fiction,history,historical fiction,biography,young-adult"
290485,13364.0,Lilac Girls,Hardcover,14160478,487,2016,"fiction,history,historical fiction,biography,romance,non-fiction"
290845,7341.0,"Dead Until Dark (Sookie Stackhouse, #1)",Mass Market Paperback,17061,292,2001,"fantasy,paranormal,romance,fiction,mystery,thriller,crime,young-adult"
295383,1511.0,The Woman in Cabin 10,Hardcover,9013543,340,2016,"mystery,thriller,crime,fiction"
298188,116626.0,نصف ميت دفن حيًا,Paperback,3279601,326,2013,"fiction,fantasy,paranormal,mystery,thriller,crime,romance"
299812,1506.0,All the Ugly and Wonderful Things,Hardcover,4183574,346,2016,"fiction,romance,young-adult,mystery,thriller,crime"
302002,16524.0,Luckiest Girl Alive,Hardcover,6464799,352,2015,"fiction,mystery,thriller,crime,young-adult"
302004,7166.0,Confess,Paperback,5430144,306,2015,"romance,fiction,young-adult"
302489,17541.0,The Polar Express,Hardcover,9685,32,2000,"children,fiction,fantasy,paranormal,young-adult"
303035,49479.0,استمتع بحياتك,Hardcover,1176324,480,2008,non-fiction
304053,49633.0,55 مشكلة حب,Paperback,871358,182,1997,"non-fiction,romance"
308561,1326.0,Between the World and Me,Hardcover,1214964,152,2015,"non-fiction,history,historical fiction,biography,fiction"
309558,23918.0,رباعيات صلاح جاهين,Paperback,"1873377,2552821",131,1996,"poetry,history,historical fiction,biography,non-fiction"
312383,19075.0,"Hamlet: Screenplay, Introduction And Film Diary",Paperback,"55118,947",224,1996,"fiction,poetry,history,historical fiction,biography,non-fiction,romance,young-adult"
313480,18869.0,I've Got Your Number,Hardcover,6160,433,2012,"romance,fiction,young-adult"
314010,7219.0,Behind Closed Doors,Hardcover,14425604,320,2016,"mystery,thriller,crime,fiction"
315100,14747.0,In Her Shoes,Paperback,9212,537,2005,"fiction,romance"
318636,17583.0,"South of the Border, West of the Sun",Paperback,"3354,403782",190,2006,"fiction,romance,fantasy,paranormal"
319003,19060.0,Madame Bovary,Paperback,"1461,54647,474490,1460",329,2004,"fiction,romance,history,historical fiction,biography"
319593,17237.0,"The A.B.C. Murders (Hercule Poirot, #13)",Hardcover,123715,247,2006,"mystery,thriller,crime,fiction,history,historical fiction,biography"
319601,17037.0,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Hardcover,123715,288,2006,"mystery,thriller,crime,fiction,history,historical fiction,biography"
320877,19997.0,The Winner Stands Alone,Hardcover,566,368,2009,"fiction,mystery,thriller,crime,romance"
323925,6701.0,"Bared to You (Crossfire, #1)",Paperback,19823,338,2012,"romance,fiction"
328208,1391.0,Orange Is the New Black,Hardcover,2867696,298,2010,"non-fiction,history,historical fiction,biography,mystery,thriller,crime,fiction,comics,graphic"
330192,17584.0,"Dance Dance Dance (The Rat, #4)",Paperback,3354,393,2002,"fiction,fantasy,paranormal,mystery,thriller,crime,romance"
330193,17586.0,After Dark,Hardcover,"3354,7306",191,2007,"fiction,fantasy,paranormal,mystery,thriller,crime"
330579,6832.0,"Inkheart (Inkworld, #1)",Paperback,"15873,25355",548,2005,"young-adult,fantasy,paranormal,fiction,children,mystery,thriller,crime,romance"
330868,14795.0,The Storyteller,Hardcover,7128,460,2013,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
332668,23361.0,ڤيرتيجو,Paperback,1633682,402,2008,"fiction,mystery,thriller,crime"
334870,761.0,Stranger in a Strange Land,Paperback,205,528,1991,"fiction,fantasy,paranormal"
334910,19905.0,"The Short Second Life of Bree Tanner (Twilight, #3.5)",Hardcover,941441,178,2010,"young-adult,fantasy,paranormal,fiction,romance"
339652,26421.0,"Linger (The Wolves of Mercy Falls, #2)",Hardcover,1330292,360,2010,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
341395,116331.0,Tao Te Ching,Paperback,"2622245,1226095,38289,192322,17940",160,1989,"non-fiction,history,historical fiction,biography,fiction,poetry"
344995,7433.0,North and South,Paperback,"1413437,206835",521,1994,"fiction,romance,history,historical fiction,biography"
346003,13213.0,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Hardcover,73149,499,2006,"fantasy,paranormal,fiction,mystery,thriller,crime,young-adult"
353744,758.0,A Midsummer Night's Dream,Paperback,"947,569383,8140,270160",298,2016,"fiction,fantasy,paranormal,romance,poetry,history,historical fiction,biography"
356132,111639.0,"The History of the Hobbit, Part One: Mr. Baggins",Hardcover,"42158,656983",467,2007,"fantasy,paranormal,fiction,non-fiction,history,historical fiction,biography,children,young-adult"
358565,369.0,"Thinking, Fast and Slow",Hardcover,72401,418,2011,non-fiction
358835,7061.0,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",ebook,4039811,43,2012,"young-adult,fiction,fantasy,paranormal,romance"
360119,7325.0,On the Road,Paperback,1742,307,1976,"fiction,non-fiction,history,historical fiction,biography,poetry"
363611,7972.0,Speak,Paperback,10003,208,2001,"young-adult,fiction"
369715,1222.0,The Namesake,Paperback,3670,291,2004,"fiction,history,historical fiction,biography,romance"
370152,1283.0,We Were Liars,Kindle Edition,173491,242,2014,"young-adult,mystery,thriller,crime,fiction,romance"
370229,7344.0,The Velveteen Rabbit,Paperback,"83846,4418206",40,1987,"children,fiction,fantasy,paranormal,young-adult"
370241,1200.0,My Sister's Keeper,Paperback,7128,423,2005,"fiction,young-adult,romance"
370726,7336.0,Vanity Fair,Paperback,"3953,40229",867,2003,"fiction,history,historical fiction,biography,romance"
373113,19293.0,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",Paperback,50873,520,2007,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
373168,12858.0,"The Way of Kings (The Stormlight Archive, #1)",Hardcover,38550,1007,2010,"fantasy,paranormal,fiction"
373344,8379.0,"Postmortem (Kay Scarpetta, #1)",Paperback,1025097,342,2003,"mystery,thriller,crime,fiction"
375270,13335.0,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,ebook,155717,304,2012,"non-fiction,history,historical fiction,biography,fiction"
378342,7490.0,"Shatter Me (Shatter Me, #1)",Hardcover,4637539,338,2011,"young-adult,romance,fantasy,paranormal,fiction"
380109,443.0,The Little Prince,Paperback,"1020792,27112,4479191,5358171",93,2000,"fiction,fantasy,paranormal,children,young-adult"
384822,12965.0,"Kane and Abel (Kane and Abel, #1)",Paperback,4820,592,2004,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
384823,24198.0,"Not a Penny More, Not a Penny Less",Paperback,4820,305,2004,"fiction,mystery,thriller,crime,history,historical fiction,biography"
385799,7420.0,The Tell-Tale Heart and Other Writings,Mass Market Paperback,4624490,448,2004,"fiction,fantasy,paranormal,mystery,thriller,crime,poetry,young-adult,history,historical fiction,biography"
385998,5463.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",Audio CD,15872,11,2009,"fantasy,paranormal,young-adult,fiction,children,romance"
388195,13414.0,The Hound of the Baskervilles,Mass Market Paperback,"2448,6331,3493507,415985",256,2001,"mystery,thriller,crime,fiction,history,historical fiction,biography"
388849,18131.0,How to Be a Woman,Paperback,939363,312,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
390329,19559.0,"The Summer I Turned Pretty (Summer, #1)",Hardcover,151371,276,2009,"young-adult,romance,fiction"
393321,6805.0,"Obsidian (Lux, #1)",Paperback,4476934,335,2012,"young-adult,fantasy,paranormal,romance,fiction"
393733,1542.0,"Glass Sword (Red Queen, #2)",Hardcover,7074943,444,2016,"fantasy,paranormal,young-adult,romance,fiction"
395154,860.0,"The Three Musketeers (The D'Artagnan Romances, #1)",Paperback,4785,786,2001,"fiction,history,historical fiction,biography,romance,young-adult,fantasy,paranormal"
396053,810.0,Digital Fortress,Paperback,630,510,2004,"fiction,mystery,thriller,crime,fantasy,paranormal,romance"
396054,1221.0,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",Paperback,"1069006,25523",767,2002,"fantasy,paranormal,fiction,young-adult,children"
398897,19534.0,"It's Not Summer Without You (Summer, #2)",Hardcover,151371,288,2010,"young-adult,romance,fiction"
400659,2512.0,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Paperback,3433047,699,2017,"fantasy,paranormal,romance,young-adult,fiction"
400723,6700.0,"Reflected in You (Crossfire, #2)",Paperback,19823,338,2012,"romance,fiction"
403302,2584.0,The Dark Tower,Paperback,3389,1050,2006,"fantasy,paranormal,fiction,mystery,thriller,crime"
403305,2590.0,The Drawing of the Three,Paperback,3389,463,2003,"fantasy,paranormal,fiction,mystery,thriller,crime"
403307,2588.0,Wizard and Glass,Paperback,"3389,10365",845,2003,"fantasy,paranormal,fiction,mystery,thriller,crime,romance"
404465,6816.0,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Hardcover,79589,304,2007,"young-adult,fantasy,paranormal,romance,fiction"
