,author_id,name
12885,11664,David Levithan
12887,4208569,Rainbow Rowell
12995,399,Napoleon Hill
12996,3317,Dale Carnegie
13342,2384,Janet Evanovich
13738,13677,Gail Carson Levine
13742,1113469,Hermann Hesse
13842,13898,P.D. Eastman
13885,28995,David Mazzucchelli
13886,821898,Richmond Lewis
13889,5430144,Colleen Hoover
13905,9533,Christopher Tolkien
13926,3299,Salman Rushdie
13984,25523,Pauline Baynes
14097,690619,Lauren Groff
14118,12398,Michael Tanner
14298,72401,Daniel Kahneman
14488,9322,Edward Albee
14493,21246,Gretchen Rubin
14525,3541,Barbara Kingsolver
14526,4470653,S.J. Watson
14655,608211,Robin A.H. Waterfield
14681,1124,Anthony Bourdain
14706,42102,Jean-Jacques Sempe
14717,1467,Jeffrey Eugenides
14744,1304470,Ally Condie
14778,3105,Rosemary Wells
14797,24556,Sara Gruen
14983,4684322,Marissa Meyer
15100,2499187,mHmd lmnsy qndyl
15113,290189,Paula McLain
15216,1624,Herman Melville
15217,13229,Julia Cameron
15230,3089156,Randall Munroe
15322,8474721,Peter Thiel
15411,7064545,Malala Yousafzai
15412,241896,Christina Lamb
15491,8788,Erich Fromm
15514,150038,Cassandra Clare
15536,14160478,Martha Hall Kelly
15575,73149,Scott Lynch
15736,7285,Ken Kesey
15945,350,Patricia Schultz
16010,3720,Anne Frank
16039,5918,Elizabeth Kostova
16041,322069,Liane Moriarty
16118,155176,Wassily Kandinsky
16159,7350402,Amy Poehler
16248,1771,Sun Tzu
16376,4859212,R.J. Palacio
16471,7177350,M.R. Carey
16815,2876763,Becca Fitzpatrick
16962,55215,Junot Diaz
17010,2826,James C. Collins
17138,1278320,Shari Lapena
17189,3279601,Hsn ljndy
17218,8531101,Saud Alsanousi
17349,3447,Ken Follett
17378,1825,Harper Lee
17464,146,Quentin Blake
17644,44524,Brett Helquist
17655,2121,Michael Pollan
17688,5791,Max Brooks
17705,1895943,Graeme Simsion
17719,7074943,Victoria Aveyard
17762,2565625,Reg Keeland
17852,50060,Gregory Rabassa
17988,3347,Frank McCourt
18098,20357,Chelsea Handler
18229,3046613,Ransom Riggs
18278,24514,Brian K. Vaughan
18279,304633,Fiona Staples
18295,3489,Rebecca Wells
18309,31712,Ernest Cline
18420,5502079,Tsugumi Ohba
18430,3670,Jhumpa Lahiri
18473,26480,Nina Baym
18511,11047,Masashi Kishimoto
18568,704,Pearl S. Buck
18641,3441,Terry Goodkind
19065,4396935,'Hmd `bd lmjyd
19069,3377941,Rick Yancey
19092,3340,Spencer Johnson
19145,138825,Tana French
19195,15412,Jerry B. Jenkins
19230,3617,Diana Gabaldon
19425,18480,Clement Hurd
19842,1005,Robert Fagles
19843,280215,Bernard Knox
19860,13004,Max Brod
19995,3503,Maya Angelou
20019,13370,Emily Giffin
20024,6810,Wilson Rawls
20034,7111,Walter Isaacson
20349,8474323,Blake  Masters
20398,14650,Paramahansa Yogananda
20527,442240,Blake Crouch
20605,7025,Gregory Maguire
20772,63801,Jeremy Tambling
20885,14144506,Sarah Andersen
21069,34583,Vincent van Gogh
21094,8203,James Redfield
21389,27112,Richard Howard
21482,630,Dan Brown
21588,8249,Anne Bronte
21698,602,Sharon L. Lechter
21988,2622245,Lao Tzu
22089,1421,Leonard Peikoff
22406,10365,Dave McKean
22428,42156,David Wenzel
22450,3487,Aldous Huxley
22647,5735,Anthony Burgess
22693,1362751,Francis Chan
22728,3911856,Jim Kay
22804,4465322,Alaa Al Aswany
22805,73947,`l l'swny
23008,155021,Thomas Cleary
23191,431149,Truman Capote
23485,3075,John Irving
23604,44926,David J. Skal
24147,1002,Sophocles
24299,6538289,David Mitchell
24310,274533,Simone Elkeles
24625,28709,Chuck Dixon
24824,69007,Beatrice Sparks
24950,194531,Garth Stein
24960,788461,Dan Ariely
24964,2973783,Alexandra Bracken
25041,1831,Jonathan Swift
25160,16560,Dan Chaon
25785,39402,Patrick Suskind
25819,2530,Anna Sewell
25873,7105,Martin Gardner
25928,2995873,Julie Kagawa
25998,3064249,Tony Hsieh
26141,1439,Malcolm Gladwell
26150,11067,Deirdre Bair
26415,395812,Yuval Noah Harari
26666,54493,Kristin Hannah
26730,61105,Dr. Seuss
26858,52760,Frida Kahlo
26861,264271,Sarah M. Lowe
27202,1226095,Gia-Fu Feng
27203,38289,Jane English
27215,2985039,Austin Kleon
27264,2782,Viktor E. Frankl
27293,16759765,Thomas L. Friedman
27294,10697,bell hooks
27378,4230687,Ashwin Sanghi
27428,61124,Chetan Bhagat
27479,155717,Cheryl Strayed
27618,11328,Joseph Frank
27807,30913,Laura Hillenbrand
27844,80760,Siobhan Dowd
27850,1503841,ywsf zydn
27879,5227163,Jesse Andrews
28556,3505,Wally Lamb
28646,157146,Christina Baker Kline
28697,57983,Newt Scamander
28830,4112157,Kenneth H. Blanchard
29065,26242,Harriet Beecher Stowe
29211,511298,Tony Goldwyn
29381,7751,Tennessee Williams
29440,6238,Marjane Satrapi
29675,4417749,Megan Miranda
29830,678030,Jeffrey Zaslow
29854,1633682,'Hmd mrd
30184,93353,Abraham Verghese
30195,4660036,Huntley Fitzpatrick
30254,2599,Edith Grossman
30256,202782,Ellen Forney
30460,104728,William Peter Blatty
30540,428566,Carson Ellis
30547,83846,Margery Williams Bianco
30863,1599723,Michael  Grant
30975,639,Lee Strobel
31138,3032451,Siddhartha Mukherjee
31209,2736801,`zldyn shkry fshyr
31218,43605,Tony Tanner
31220,176372,Madeline Miller
31228,55118,Kenneth Branagh
31242,217371,David Magarshack
31469,49625,Jennifer Egan
31923,5589647,Marie Kondo
31991,60286,John E. Woods
32058,2891513,krym lshdhly
32881,4493,Eckhart Tolle
32884,4489,Maurice Sendak
33087,4941,Brian Sibley
33113,238,Joan Didion
33203,4343092,Amish Tripathi
33539,8120,Arthur Miller
33848,367338,Nelson Mandela
34046,2895706,Kami Garcia
34047,2895707,Margaret Stohl
34181,713,Lisa See
34204,6356,Barack Obama
35098,393731,Cynthia D'Aprix Sweeney
35111,9068,Sidney Sheldon
35292,403,Beverly Cleary
35437,5333595,Sheryl Sandberg
35482,939363,Caitlin Moran
35573,25840,Sherry Argov
35618,2982266,Jandy Nelson
35663,1739,Giovanni Pontiero
36427,5627,Anthony Robbins
36665,8316649,Zoe Sugg
36896,2926065,Emma Cline
37061,5755257,M.L. Stedman
37465,173491,E. Lockhart
37939,11672,Ned Vizzini
38190,2858990,Basil Creighton
38393,3275,Jeannette Walls
38418,473421,Desmond Lee
39328,6942,Pat Conroy
39458,3357,Richard Pevear
39459,3358,Larissa Volokhonsky
39874,2327917,Betty  Smith
39887,7392948,Mary Kubica
39929,2737361,thrwt 'bZ@
40167,133241,Bernie Wrightson
40258,2927,Mary GrandPre
40268,144405,Bisco Hatori
40315,2749801,H.M. Parshley
40325,196092,Patti Smith
40344,10482,Jeff Lindsay
40439,7353006,Nicola Yoon
40479,1803294,Wladyslaw Szpilman
40827,9057,Gaston Leroux
41625,488758,Alan R. Clarke
41778,1945379,Akira Watanabe
42351,3158574,Simon Sinek
42943,218843,William Landay
43026,47672,Trenton Lee Stewart
43143,215818,Nick Caistor
43207,6953956,Erika Johansen
43459,4101935,Susan Cain
43462,45315,Justin Cronin
43523,57990,Kennilworthy Whisp
43644,569383,Barbara A. Mowat
43645,8140,Paul Werstine
43742,7935185,E. Nesbit
44080,2838886,Hsn kml
44346,498072,Audrey Niffenegger
44432,2982291,mn~ lmrshwd
44534,4418206,William   Nicholson
44749,848,John Gray
44817,2611,Eric Klinenberg
44929,3963951,Nell Scovell
45110,1194527,Mary Ann Shaffer
45241,5365396,Hajime Isayama
45301,15516,Erich Segal
46322,1302285,Isaac Marion
46684,69766,Roberto Gonzalez Echevarria
46857,5744,Stuart Gilbert
46942,401,Robert M. Pirsig
46995,614,Arthur Golden
47629,4086715,Kendare Blake
48304,19753,Og Mandino
48454,40882,Robert K. Massie
48870,11081,Margaret Mitchell
48955,3440476,Felicia Day
49018,13007,Edwin Muir
49019,13006,Willa Muir
49597,33467,Jonathan Stroud
49829,35796,Peter Washington
50411,235013,Louise Maude
50535,21559,Nassim Nicholas Taleb
50833,57108,Gloria Steinem
50899,256,Jared Diamond
50941,5810891,Mahatma Gandhi
51037,2867696,Piper Kerman
51062,96150,Daniel H. Pink
51340,2786093,Emily St. John Mandel
51907,2778471,Hillary Rodham Clinton
52169,60609,Eve Ensler
53202,3095919,Kody Keplinger
53371,13974,Mark Z. Danielewski
53429,44566,Eleanor Roosevelt
53542,167112,E.H. Gombrich
54396,3849415,Deborah Harkness
54548,3539,Rohinton Mistry
54840,72099,Brian L. Weiss
54856,68038,George Cruikshank
56948,380,Eric Schlosser
57192,3343082,Joshua Swanson
57415,851957,njf drybndry
58043,1203,Andy Warhol
59211,3540,Janet Fitch
59496,1109606,'Hlm mstGnmy
59588,1589196,Mark Roskill
59661,415985,Sidney Paget
59778,58605,Maggie Nelson
60243,21499,Howard C. Cutler
60650,162578,Brene Brown
60813,474490,Margaret Mauldon
61095,40648,Ellen DeGeneres
61209,51589,Chitra Banerjee Divakaruni
61517,10029,Colson Whitehead
62323,3246983,`bdllh lmGlwth
62348,4475150,`mrw `bd lHmyd
62571,5760641,Pham Van Thieu
63177,904939,Terry Hayes
63295,33907,Scott McCloud
63329,37449,Lorenzo Carcaterra
64007,5042201,John Tiffany
64008,3439408,Jack Thorne
64099,79589,Alex Flinn
64493,3724,Miep Gies
64494,3723,Alison Leslie Gold
64890,219908,Brad Stone
65368,4175328,Glennon Doyle Melton
65658,6540057,Andy Weir
65723,1127619,G. Norman Lippert
65801,8002,John Grogan
65995,4417406,Carlo Pagetti
66049,60619,Jason Fried
66062,1791,Seth Godin
66149,810254,Aravind Adiga
66465,54647,Malcolm Bowie
66844,9685,Chris Van Allsburg
66908,6464799,Jessica Knoll
67441,9886128,rsln fSyHy
67782,47586,R.J. Hollingdale
70269,3888197,Shonda Rhimes
71451,4370565,Erin Morgenstern
71523,14031444,Paul Kalanithi
73701,8253,Stevie Davies
74828,5834109,shyryn hny'y
74936,1039846,`bd lrHmn lkwkby
75313,14532,George Saintsbury
75454,655301,Lee Fahnestock
76290,3162181,'thyr `bdllh lnshmy
76827,901977,Clarissa Pinkola Estes
79017,3407448,Ruta Sepetys
79387,4841310,Benjamin Alire Saenz
79662,70772,Nancy Bond
79733,1086478,Cathy Hirano
80124,880408,E.V. Rieu
81136,4376,Susanna Kaysen
81160,10837,David McDuff
81297,8446,James Allen
81557,306401,M.C. Escher
81842,6571447,Hanya Yanagihara
82941,275033,Anthony M. Esolen
82983,7798,Thomas E. Connolly
83229,4183574,Bryn Greenwood
83430,7275,Helen Keller
83730,5804248,W.W. Denslow
83965,7341059,Sophia Amoruso
84908,7333,Eugenio Montale
86276,1984197,Rashmi Bansal
86372,4502788,Rosalia Vazquez
86468,3493507,Maria Buitoni Duca
87214,2890837,khld ljbyly
88600,1399188,J.E. Thomas
89658,17940,Jacob Needleman
90967,169609,Amanda Hopkinson
92042,486329,Daniel James Brown
92314,14152511,Twinkle Khanna
92520,14623,Ralph Steadman
93264,224319,Robin Buss
94643,164692,Celeste Ng
95379,2552821,yHy~ Hqy
95728,5272674,Jenny  Lawson
98278,72230,Aylmer Maude
98302,261798,Tim Dolin
98303,134559,Margaret R. Higonnet
98361,1319502,Alexander Teixeira de Mattos
99819,9802136,Aziz Ansari
102286,1112683,'Hmd khyry l`mry
102380,4449011,Alfred MacAdam
102384,755,Benjamin Graham
102457,7431,Ned Dameron
102635,761595,Ashlee Vance
102758,194416,Mindy Kaling
104002,13599,Kate Egan
104275,66349,Michael Henry Heim
105179,323598,Alfred Birnbaum
105193,4466615,nwr `bdlmjyd
105210,206062,Steve Harvey
105223,15815787,Mark Manson
105427,5777662,Larry Sloman
105648,2664359,tmr brhym
105744,5808780,Rod Bradbury
106757,2872571,Preeti Shenoy
107673,178947,Peter Bart
107730,68040,Adolph Caso
108745,38301,Flora Rheta Schreiber
109224,33795,Alastair McEwen
109411,3162937,Gerald McCann
109688,5201530,Charles Duhigg
110340,986042,A.P.J. Abdul Kalam
110488,492304,John Rutherford
110749,45502,Craig Raine
110945,1280155,Safiy al-Rahman al-Mubarakfuri
113016,67629,Ramachandra Guha
113154,3014566,Sheldon Drzka
114018,77004,Winston Groom
115950,42277,Rosemarie Morgan
117687,34933,Jane Carruth
117972,3367145,Chris Guillebeau
120913,7370194,Shi Tian  sui
121484,63906,Lewis Leary
121565,800588,Ravinder Singh
122624,5442759,Emily Seife
122779,953641,khld lkhmysy
122780,3158133,Khaled Al Khamissi
123787,132676,Shiv Khera
125372,209528,Richard Andrews
126255,198144,Allen Mandelbaum
126756,227267,Nicola Bradbury
126830,1446295,shryf `rf@
127559,1292893,khykhwws jhndry
130215,40229,John Carey
130498,150123,Sean Deming
134963,2834,Jerry I. Porras
136561,22653,John Seelye
138643,2022,Guy Cardwell
138644,21818,Tom Quirk
140482,15109469,J.D. Vance
140778,69641,Jen Sincero
140786,263994,Josette Chicheportiche
141047,61986,Richard Maxwell
142041,28120,Rene Cloke
142982,4469009,Lois P. Frankel
145894,9445,Bob McCabe
148660,4479191,Dom Marcos Barbosa
148937,6984726,Allie Brosh
149375,11022,Philip Horne
151024,8655,Frank Warren
152884,8656,T. Harv Eker
154638,42158,John D. Rateliff
154814,14168236,David Yoon
156296,183563,Richard J. Dunn
157190,287960,Randy Pausch
157430,13771732,A.C. Bradley
161746,6904185,Leman Sari
163249,90805,Rainer Funk
164641,6859221,mHmd lslm
170164,6911075,Ibraheem Abbas
170165,7075765,Yasser Bahjatt
170795,13903,Andrew Delbanco
172177,3043169,Mattias Ripa
175674,61831,Jason Zweig
175676,756,Warren Buffett
178852,8262,Hayden Herrera
181708,72229,Henry Gifford
182175,3306075,Essam Youssef
182421,26993,Maureen Howard
183553,362983,James Kinsley
183667,16378912,Margaret Oliphant
183668,15258855,Walter A. Raleigh
184115,1399901,Danae Yankoski
184116,235311,Chris Tomlin
188785,5008438,Paulette Moller
190352,4938,Ted Nasmith
190461,6543253,Douglas Smith
192393,377462,Alan Myers
193668,14545796,Tony Robbins
194516,3416,Michael E. Gerber
194730,1311839,mHmd lrTyn
194951,3318236,Youssef Ziedan
198471,1569475,`mr Thr
202788,6447490,khwl@ Hmdy
203019,26484,Deidre Shauna Lynch
203101,7375,Melissa Bank
204036,1873377,SlH jhyn
204448,8473982,'Hmd khld mSTf~
205023,3510,Billie Letts
205212,2955,Anthony Kiedis
209399,8075577,Rupi Kaur
217427,28273,Nina Auerbach
218787,1460,Mark Overstall
220254,69185,Bruce Brooks Pfeiffer
220304,2904624,Arnold J. Pomerans
223117,7734136,brhym `bs
229844,192322,Toinette Lippe
231592,206835,Alan Shelston
235593,5274234,Carol Rifka Brunt
235888,270160,Catherine Belsey
242266,2993185,Ahlam Mosteghanemi
245911,160932,Robert B. Cialdini
248352,5358171,Melina Karakosta
248855,8463,Hilda Rosner
249694,6456394,Phaidon Press
250384,581557,Siobhan Curham
251187,7945,Anna Brailovsky
252993,29004,Robert Mighall
254690,2772778,Christopher Bigsby
258212,14877156,Albus Dumbledore
259449,7012565,Lang Leav
259983,6783,Peter D. Kramer
264764,579496,Charles E. Wilbour
265097,435522,Ahmed H. Zewail
265098,1013808,'Hmd zwyl
266411,95279,Ronald de Leeuw
266695,8022624,slTn mws~ lmws~
268227,62561,Rex Gibson
278875,428923,Jonah Lehrer
282985,1302004,'Hmd lshqyry
291840,6906496,Brandon Stanton
295789,5778057,Susannah Cahalan
297945,120257,Robert Thompson
299925,28811,Banksy
301731,4603829,s`wd lsn`wsy
305095,23587,David Heinemeier Hansson
311389,16019981,Ahmed Khaled Towfik
312050,4385839,Tina Fey
313483,861030,Anthony R. Ferris
317565,293115,Montserrat Mira
317843,88934,Raquel Jaramillo
319954,444488,Norman MacAfee
320783,40588,Amy Mandelker
321244,2898684,jwd Sydwy
336142,14660239,Frederic Mugler
336884,6543494,Rozita Sokou
346076,920654,Sven Christer Swahn
357838,4698951,ysr Hrb
366026,260074,Rufus Goodwin
366027,807652,Benjamin Martinez
377166,619471,Girolamo De Michele
384024,488518,Frederick L. Covan
389729,5029628,jbryyl jrsy mrkyz
398616,9321,Ros Ballaster
401044,3407560,khld lbtly
402680,320473,Robert DeMaria Jr.
405139,5754828,'Hmd Hlmy
408154,4840538,Saulius Dagys
409882,527779,Shannon Russell
424962,752721,Ronald Holt
429204,3009628,'Hmd l`syly
435442,6427444,'Hmd s`dwy
447738,5013252,`mrw slm@
452839,2975831,Walter J. Cobb
499151,5262,Priscilla Meyer
503107,8988830,Ben Holden-Crowther
524331,4720520,Lidia Zazo
534460,15421047,dkhtr Hsyn n`ymy
544477,5131255,mHmd lHj khlyl
553508,2893451,shml 'bZ@
568181,23663,Gail Kern Paster
579809,3057900,Diana Burgin
579810,9667,Katherine Tiernan O'Connor
579811,40254,Ellendea Proffer
593419,2586822,Katy Bridges
601275,7085697,Cao Chi
638164,1287453,megu kiyabotsuto
651313,16347186,Robert           Jackson
654553,16347169,Robert          Jackson
679606,3870718,Richard Nemesvari
690400,9829661,Angelo  Rinaldi
729600,15053448,Gunilla Leining
785549,15814604,frnkh m`nwy
802701,14116317,B.M. Mooyaart-Doubleday
